clientid,emp,emp_date
1831519,Employed Full Time,2015-08-01 00:00:00
1831526,Not employed,
1831530,Employed Part Time,2014-09-10 00:00:00
1831535,Employed Full Time,2015-07-13 00:00:00
1831546,Employed Full Time,2012-07-13 00:00:00
1831555,Not employed,
1831559,Not employed,
1831576,Employed Part Time,2014-07-20 00:00:00
1831589,Not employed,
1831613,Employed Part Time,2015-04-02 00:00:00
1831630,Not employed,
1831632,Not employed,
1831639,Employed Full Time,2015-10-26 00:00:00
1831641,Not employed,
1831644,Employed Full Time,2017-10-02 00:00:00
1831647,Employed Full Time,2015-07-01 00:00:00
1831654,Employed Full Time,2015-09-01 00:00:00
1831655,Employed Part Time,2015-07-30 00:00:00
1831658,Employed Part Time,2015-06-22 00:00:00
1831660,Employed Full Time,2015-05-30 00:00:00
1831661,Employed Full Time,2015-08-21 00:00:00
1831662,Employed Part Time,2015-01-11 00:00:00
1831664,Employed Full Time,2015-05-14 00:00:00
1831666,Employed Full Time,2011-08-01 00:00:00
1831668,Not employed,
1831670,Employed Full Time,2015-07-05 00:00:00
1831674,Employed Full Time,2013-08-03 00:00:00
1831677,Not employed,
1831678,Employed Full Time,2015-09-14 00:00:00
1831684,Employed Part Time,2014-09-01 00:00:00
1831687,Not employed,
1831691,Not employed,
1831697,Employed Part Time,2015-03-01 00:00:00
1831721,Employed Full Time,2015-10-04 00:00:00
1831741,Employed Full Time,
1831746,Employed Full Time,2015-07-04 00:00:00
1831748,Not employed,
1831749,Employed Full Time,2015-08-03 00:00:00
1831750,Employed Full Time,2015-07-31 00:00:00
1831792,Employed Full Time,2015-07-09 00:00:00
1831797,Employed Full Time,2015-05-13 00:00:00
1831804,Not employed,
1831807,Not employed,
1831814,Employed Full Time,2015-07-27 00:00:00
1831834,Employed Part Time,2015-07-17 00:00:00
1831838,Employed Part Time,2015-08-01 00:00:00
1831875,Not employed,
1831906,Employed Full Time,2017-03-20 00:00:00
1831911,Employed Full Time,2016-03-17 00:00:00
1831912,Not employed,
1831916,Employed Full Time,2014-10-05 00:00:00
1831920,Not employed,
1831923,Employed Full Time,2015-09-01 00:00:00
1831932,Employed Full Time,2016-02-01 00:00:00
1831935,Employed Full Time,2013-08-01 00:00:00
1831938,Not employed,
1831940,Employed Part Time,2015-09-27 00:00:00
1831949,Employed Full Time,2004-01-05 00:00:00
1831950,Not employed,
1831954,Employed Full Time,2015-09-28 00:00:00
1831956,Employed Full Time,2015-12-01 00:00:00
1831959,Employed Part Time,2015-08-02 00:00:00
1831961,Employed Full Time,2015-08-17 00:00:00
1831963,Not employed,
1831976,Not employed,
1831993,Not employed,
1832002,Employed Full Time,2004-09-08 00:00:00
1832015,Employed Full Time,2011-06-01 00:00:00
1832020,Employed Part Time,2015-07-10 00:00:00
1832043,Employed Full Time,2017-04-12 00:00:00
1832060,Not employed,
1832067,Employed Full Time,2014-09-26 00:00:00
1832074,Employed Full Time,2015-09-16 00:00:00
1832078,Employed Part Time,2015-06-01 00:00:00
1832083,Employed Full Time,2015-07-14 00:00:00
1832086,Not employed,
1832088,Employed Full Time,2015-01-25 00:00:00
1832089,Employed Full Time,2016-01-13 00:00:00
1832105,Employed Part Time,2011-09-15 00:00:00
1832107,Employed Full Time,2016-02-01 00:00:00
1832112,Employed Full Time,1994-01-02 00:00:00
1832116,Employed Full Time,2015-09-22 00:00:00
1832131,Not employed,
1832132,Employed Full Time,2015-10-12 00:00:00
1832133,Employed Full Time,2015-10-01 00:00:00
1832137,Employed Full Time,2016-03-28 00:00:00
1832139,Employed Part Time,2015-01-24 00:00:00
1832147,Not employed,
1832149,Employed Full Time,2015-08-21 00:00:00
1832154,Employed Part Time,2015-04-07 00:00:00
1832156,Employed Full Time,2015-10-19 00:00:00
1832158,Not employed,
1832161,Employed Full Time,2015-08-10 00:00:00
1832169,Employed Part Time,2015-09-30 00:00:00
1832176,Employed Part Time,2015-12-15 00:00:00
1832179,Not employed,
1832183,Not employed,
1832184,Employed Part Time,2015-11-02 00:00:00
1832187,Employed Full Time,2010-09-28 00:00:00
1832194,Not employed,
1832195,Employed Part Time,2015-11-16 00:00:00
1832205,Not employed,
1832209,Employed Full Time,2016-01-21 00:00:00
1832211,Not employed,
1832215,Employed Full Time,2016-03-07 00:00:00
1832235,Employed Full Time,2009-01-01 00:00:00
1832244,Not employed,
1832268,Employed Part Time,2016-02-08 00:00:00
1832269,Employed Full Time,2015-09-19 00:00:00
1832271,Employed Full Time,2015-07-31 00:00:00
1832295,Not employed,
1832324,Employed Part Time,2015-11-30 00:00:00
1832331,Employed Full Time,2015-10-06 00:00:00
1832350,Not employed,2015-09-25 00:00:00
1832351,Employed Part Time,2015-09-01 00:00:00
1832374,Employed Part Time,2017-07-28 00:00:00
1832377,Not employed,
1832381,Employed Full Time,2011-10-27 00:00:00
1832387,Not employed,
1832398,Employed Part Time,2015-10-29 00:00:00
1832399,Employed Full Time,2015-12-01 00:00:00
1832400,Employed Full Time,2014-03-01 00:00:00
1832402,Employed Full Time,2015-10-20 00:00:00
1832403,Employed Full Time,2015-08-03 00:00:00
1832406,Employed Full Time,2015-11-30 00:00:00
1832407,Employed Full Time,2016-02-22 00:00:00
1832419,Employed Full Time,2015-10-09 00:00:00
1832435,Employed Full Time,2015-06-19 00:00:00
1832439,Not employed,
1832441,Not employed,
1832443,Employed Full Time,2015-04-05 00:00:00
1832450,Employed Full Time,2015-11-23 00:00:00
1832466,Employed Full Time,2014-06-06 00:00:00
1832479,Employed Full Time,2015-01-27 00:00:00
1832497,Employed Full Time,2005-01-03 00:00:00
1832501,Employed Part Time,2014-01-04 00:00:00
1832515,Not employed,
1832518,Employed Full Time,2015-11-04 00:00:00
1832520,Not employed,
1832530,Not employed,
1832546,Not employed,
1832550,Employed Full Time,2007-01-05 00:00:00
1832564,Employed Part Time,2015-11-08 00:00:00
1832570,Employed Full Time,2016-01-01 00:00:00
1832571,Not employed,
1832579,Not employed,
1832611,Not employed,
1832629,Employed Full Time,2015-09-01 00:00:00
1832637,Employed Full Time,2016-04-15 00:00:00
1832642,Employed Full Time,2015-11-24 00:00:00
1832660,Employed Full Time,2013-09-01 00:00:00
1832671,Employed Full Time,2015-10-21 00:00:00
1832672,Not employed,
1832675,Not employed,
1832678,Employed Full Time,2015-11-01 00:00:00
1832680,Employed Full Time,
1832686,Employed Part Time,2017-02-09 00:00:00
1832688,Employed Full Time,2015-10-18 00:00:00
1832695,Not employed,
1832698,Employed Full Time,2016-05-31 00:00:00
1832707,Employed Part Time,2015-11-01 00:00:00
1832713,Employed Part Time,2015-09-02 00:00:00
1832717,Employed Part Time,2015-12-11 00:00:00
1832725,Employed Full Time,2015-12-14 00:00:00
1832728,Employed Full Time,2014-09-30 00:00:00
1832745,Not employed,
1832748,Employed Full Time,2016-01-29 00:00:00
1832752,Not employed,
1832759,Not employed,
1832790,Employed Full Time,2015-10-01 00:00:00
1832811,Employed Full Time,2015-12-09 00:00:00
1832837,Employed Full Time,2016-01-01 00:00:00
1832861,Employed Full Time,2016-08-01 00:00:00
1832869,Not employed,
1832874,Employed Part Time,2017-01-12 00:00:00
1832937,Employed Full Time,2016-04-23 00:00:00
1832942,Employed Full Time,2015-10-01 00:00:00
183298,Not employed,
1833006,Not employed,
1833044,Employed Full Time,2017-04-03 00:00:00
1833062,Employed Full Time,2015-06-07 00:00:00
1833071,Not employed,
1833073,Employed Full Time,2016-03-16 00:00:00
1833101,Employed Full Time,2014-07-07 00:00:00
1833132,Not employed,
1833162,Not employed,
1833175,Employed Full Time,
1833203,Employed Full Time,
1833218,Employed Full Time,
1833224,Employed Full Time,2016-08-24 00:00:00
1833225a,Employed Part Time,2015-08-15 00:00:00
1833230,Employed Part Time,2016-01-31 00:00:00
1833243,Employed Full Time,2016-02-01 00:00:00
1833250,Employed Full Time,2016-04-25 00:00:00
1833258,Employed Full Time,2017-05-19 00:00:00
1833296,Employed Full Time,2016-06-06 00:00:00
1833304,Not employed,
1833307,Employed Full Time,2017-02-16 00:00:00
1833324,Employed Full Time,2016-08-01 00:00:00
1833325,Employed Part Time,2016-05-23 00:00:00
183333,Not employed,
1833335,Not employed,
1833339,Employed Full Time,2016-04-01 00:00:00
1833389,Employed Full Time,2018-01-02 00:00:00
1833396,Employed Full Time,2016-10-24 00:00:00
1833402,Employed Full Time,2001-08-11 00:00:00
1833461,Employed Full Time,2007-09-01 00:00:00
1833480,Employed Full Time,2016-04-18 00:00:00
1833505,Employed Full Time,2016-05-18 00:00:00
1833507,Employed Full Time,2009-02-02 00:00:00
1833511,Employed Full Time,2010-09-01 00:00:00
1833524,Employed Full Time,2015-09-05 00:00:00
1833527,Employed Full Time,2016-10-01 00:00:00
1833531,Employed Part Time,2015-08-03 00:00:00
1833539,Employed Full Time,2016-11-01 00:00:00
1833540,Employed Part Time,2015-04-21 00:00:00
1833561,Not employed,
1833570,Employed Full Time,2015-08-12 00:00:00
1833572,Employed Part Time,2015-11-01 00:00:00
1833615,Not employed,
1833617,Employed Full Time,2003-03-01 00:00:00
1833623,Employed Part Time,2016-12-01 00:00:00
1833642,Not employed,
1833650,Employed Part Time,2016-05-01 00:00:00
1833658,Not employed,
1833667,Employed Full Time,2016-07-05 00:00:00
1833686,Not employed,
1833690,Employed Full Time,2012-10-11 00:00:00
1833741,Employed Full Time,2016-05-23 00:00:00
1833746,Employed Part Time,2015-08-01 00:00:00
1833763,Not employed,
1833767,Employed Full Time,2014-06-11 00:00:00
1833781,Employed Full Time,2016-07-25 00:00:00
1833784,Employed Full Time,2016-12-06 00:00:00
1833789,Employed Full Time,2016-05-01 00:00:00
1833854,Employed Full Time,2016-07-01 00:00:00
1833888,Not employed,
183433,Employed Full Time,2015-08-16 00:00:00
183668,Not employed,
183721,Employed Full Time,2014-07-05 00:00:00
183732,Employed Full Time,2015-12-28 00:00:00
183857,Employed Full Time,2015-08-22 00:00:00
184035,Not employed,
1840688,Employed Part Time,2006-08-02 00:00:00
1840722,Employed Full Time,2017-10-02 00:00:00
1840748,Employed Full Time,2016-07-25 00:00:00
1841119,Not employed,
184141,Employed Part Time,2015-07-15 00:00:00
1841901,Employed Full Time,2007-10-01 00:00:00
1841958,Employed Full Time,2011-01-09 00:00:00
1841979,Not employed,
1842269,Not employed,
184264,Not employed,
1842903,Not employed,
1843102,Employed Full Time,2016-10-25 00:00:00
1843538,Employed Full Time,2018-01-18 00:00:00
1843764,Employed Part Time,2016-12-05 00:00:00
1844001,Employed Full Time,2018-02-26 00:00:00
1844390,Employed Full Time,2012-11-10 00:00:00
1845573,Not employed,
1845920,Employed Full Time,2014-06-01 00:00:00
1846234,Not employed,
1846527,Employed Full Time,2018-03-01 00:00:00
184708,Not employed,
1847812,Employed Full Time,2016-10-15 00:00:00
1848646,Employed Part Time,2017-02-01 00:00:00
1848683,Employed Full Time,2018-01-01 00:00:00
1848759,Employed Full Time,2017-08-22 00:00:00
1849261,Employed Full Time,2018-10-01 00:00:00
1849310,Employed Part Time,2011-02-01 00:00:00
1849744,Employed Full Time,2012-03-11 00:00:00
1849833,Not employed,
1850102,Employed Full Time,2018-01-17 00:00:00
1850263,Not employed,
1850388,Employed Full Time,2018-03-01 00:00:00
185047,Employed Full Time,2017-06-26 00:00:00
1850725,Employed Full Time,2016-09-17 00:00:00
1850827,Employed Part Time,2018-10-15 00:00:00
1851128,Not employed,
1851689,Employed Part Time,2015-08-20 00:00:00
185204,Not employed,
1852075,Employed Full Time,2004-01-12 00:00:00
1852098,Employed Full Time,2017-01-16 00:00:00
1852101,Employed Part Time,2017-02-28 00:00:00
1852141,Employed Part Time,2015-10-05 00:00:00
1852358,Employed Full Time,2018-06-11 00:00:00
1853095,Employed Part Time,2016-05-10 00:00:00
1853177,Not employed,
185327,Not employed,
1853518,Employed Full Time,2015-09-01 00:00:00
1853753,Not employed,
1853770,Not employed,
1854041,Employed Full Time,2018-09-12 00:00:00
1854097,Employed Part Time,2017-05-01 00:00:00
1854197,Employed Full Time,2016-10-03 00:00:00
1854198,Employed Full Time,2016-09-12 00:00:00
1854199,Employed Full Time,2016-07-05 00:00:00
1854277,Employed Full Time,2018-10-01 00:00:00
1854480,Employed Full Time,2015-04-05 00:00:00
1854654,Employed Full Time,2016-10-04 00:00:00
1854797,Employed Full Time,2014-08-11 00:00:00
185490,Not employed,
1854977,Employed Full Time,2015-02-01 00:00:00
1854983,Employed Part Time,2018-11-22 00:00:00
1855002,Employed Part Time,2015-11-01 00:00:00
1855153,Employed Full Time,2017-05-01 00:00:00
1855163,Not employed,
1855207,Not employed,
185522,Not employed,
1855442,Not employed,
1855698,Employed Full Time,2017-05-16 00:00:00
1855741,Employed Full Time,2017-08-07 00:00:00
1855976,Employed Full Time,2013-10-10 00:00:00
1856175,Employed Full Time,2005-02-25 00:00:00
1856238,Employed Full Time,2013-09-01 00:00:00
1856241,Not employed,
1856328,Employed Part Time,2016-06-18 00:00:00
1856350,Employed Full Time,2016-08-26 00:00:00
1856454,Employed Full Time,2016-06-10 00:00:00
1856521,Employed Full Time,2002-09-16 00:00:00
1856522,Employed Part Time,2016-10-05 00:00:00
1856696,Not employed,
1856932,Employed Full Time,2017-02-16 00:00:00
1856952,Employed Full Time,2016-11-14 00:00:00
1856967,Employed Full Time,2015-08-22 00:00:00
1856981,Not employed,
1856990,Employed Full Time,2015-08-04 00:00:00
1857050,Employed Part Time,2016-10-27 00:00:00
1857085,Employed Full Time,2018-01-02 00:00:00
1857086,Not employed,
1857103,Employed Full Time,2013-06-01 00:00:00
1857164,Employed Part Time,2016-05-15 00:00:00
1857186,Employed Full Time,2016-08-29 00:00:00
1857316,Not employed,
1857327,Employed Part Time,2015-07-01 00:00:00
1857373,Employed Full Time,2015-08-15 00:00:00
1857384,Employed Part Time,2014-08-20 00:00:00
1857397,Employed Full Time,2012-09-01 00:00:00
1857409,Employed Full Time,2016-10-03 00:00:00
1857450,Employed Part Time,2016-10-03 00:00:00
1857464,Employed Part Time,2016-09-01 00:00:00
1857476,Employed Full Time,2016-10-17 00:00:00
1857477,Employed Full Time,2016-06-22 00:00:00
1857479,Employed Part Time,2017-08-21 00:00:00
186114,Employed Full Time,2015-09-12 00:00:00
186147,Employed Full Time,2015-12-01 00:00:00
1861825,Employed Full Time,2015-07-01 00:00:00
1861839,Employed Full Time,2018-01-15 00:00:00
1861987,Employed Full Time,2017-04-03 00:00:00
1862074,Employed Full Time,2018-11-19 00:00:00
1862814,Not employed,
1862816,Not employed,
186282,Not employed,
1862913,Employed Full Time,2014-11-01 00:00:00
1862956,Employed Full Time,2017-09-26 00:00:00
1863257,Employed Full Time,2018-04-02 00:00:00
1863420,Employed Full Time,2018-10-01 00:00:00
1863644,Not employed,
1863674,Employed Full Time,2015-08-01 00:00:00
1863709,Not employed,
1863973,Employed Full Time,2013-08-01 00:00:00
1863995,Employed Full Time,2005-04-25 00:00:00
1864220,Employed Full Time,2007-09-05 00:00:00
1864502,Employed Full Time,2015-02-01 00:00:00
186488,Employed Full Time,2015-06-07 00:00:00
1864902,Employed Full Time,2018-11-05 00:00:00
1865417,Employed Full Time,2017-07-31 00:00:00
1865525,Employed Part Time,2017-09-01 00:00:00
1865526,Employed Full Time,2018-02-23 00:00:00
1865856,Employed Full Time,2017-05-01 00:00:00
186597,Not employed,
1866125,Employed Part Time,2018-11-13 00:00:00
1866137,Employed Full Time,2018-04-22 00:00:00
1866285,Employed Full Time,2016-08-22 00:00:00
1866732,Employed Full Time,2017-10-25 00:00:00
1866764,Employed Full Time,2016-05-11 00:00:00
1866837,Employed Full Time,2017-02-28 00:00:00
1867037,Not employed,
186718,Not employed,
1867235,Employed Full Time,2017-09-01 00:00:00
1867291,Employed Full Time,2013-09-01 00:00:00
1867376,Employed Full Time,2016-01-14 00:00:00
186775,Employed Part Time,2016-01-02 00:00:00
1867887,Not employed,
1867909,Not employed,
186850,Employed Part Time,2015-06-16 00:00:00
186944,Employed Full Time,2015-07-06 00:00:00
186956,Not employed,
187105,Employed Full Time,2012-07-15 00:00:00
1871487,Employed Full Time,2016-11-14 00:00:00
1871710,Not employed,
187544,Not employed,
188250,Not employed,
188900,Not employed,
189186,Not employed,
189420,Employed Full Time,2013-11-23 00:00:00
189420b,Employed Full Time,2014-12-08 00:00:00
189432,Employed Full Time,2016-08-15 00:00:00
189551,Not employed,
189643,Employed Full Time,2001-10-01 00:00:00
189907,Employed Full Time,2008-01-05 00:00:00
189917,Not employed,
189919,Employed Part Time,2015-11-01 00:00:00
189954,Employed Part Time,2015-05-13 00:00:00
189958,Employed Part Time,2017-03-21 00:00:00
1910424,Employed Full Time,2015-12-27 00:00:00
1911051,Employed Part Time,2014-06-21 00:00:00
1911144,Not employed,
1911258,Employed Part Time,2017-09-11 00:00:00
1911694,Not employed,
1911918,,
1911930,Not employed,
1912005,Employed Full Time,2013-04-25 00:00:00
1912483,Not employed,
1912672,Employed Full Time,2016-04-01 00:00:00
1912680,Employed Full Time,2016-03-21 00:00:00
1912886,Employed Full Time,2014-01-20 00:00:00
1913812,Employed Part Time,2018-08-25 00:00:00
1913854,Employed Part Time,
1914257,Employed Part Time,
1914325,Not employed,
1914339,Employed Part Time,2014-06-06 00:00:00
1914345,Employed Full Time,2017-10-02 00:00:00
1914799,Employed Full Time,2017-10-23 00:00:00
1915172,Employed Full Time,2014-01-20 00:00:00
1915353,Not employed,
1915537,Not employed,
1915683,Employed Part Time,2013-04-01 00:00:00
1915717,Employed Full Time,2017-04-30 00:00:00
1916053,Not employed,
1916740,Not employed,
1918262,Not employed,
1918264,Not employed,
1918783,Not employed,
1918885,Employed Full Time,
1918900,Employed Full Time,2017-08-28 00:00:00
1919401,Employed Full Time,
1920266,Not employed,
1920364,Not employed,
1920591,Employed Part Time,
1921221,Employed Full Time,2015-12-04 00:00:00
1921758,Employed Full Time,2014-08-13 00:00:00
1921960,Employed Full Time,
1922228,Employed Full Time,2015-09-22 00:00:00
1922602,Not employed,
1923347,Employed Full Time,2017-08-21 00:00:00
1923491,Employed Full Time,2016-03-07 00:00:00
1924605,Employed Part Time,2018-06-01 00:00:00
1925422,Employed Part Time,2018-05-04 00:00:00
1925661,Employed Part Time,2016-08-01 00:00:00
1925743,Not employed,
1925951,Not employed,
1925953,Employed Full Time,2017-09-11 00:00:00
1925954,Not employed,
1928430,Employed Part Time,2015-08-01 00:00:00
1928906,,
1928917,Employed Full Time,2015-10-11 00:00:00
1928934,Employed Part Time,2015-07-27 00:00:00
1928935,Employed Full Time,2017-09-23 00:00:00
1929003,,
1929053,Employed Full Time,
1929054,Employed Full Time,2016-01-11 00:00:00
1929057,Not employed,
1929473,Employed Full Time,2016-01-25 00:00:00
1929546,Employed Full Time,2015-11-09 00:00:00
1929576,Employed Part Time,2015-03-01 00:00:00
1929668,Employed Full Time,2015-11-25 00:00:00
1929937,Employed Full Time,2017-09-14 00:00:00
1930001,Employed Part Time,2017-09-26 00:00:00
1930540,Not employed,
1930541,Employed Part Time,2016-03-28 00:00:00
1930582,Employed Full Time,2016-05-05 00:00:00
1930849,Not employed,
1931059,Employed Full Time,2016-02-08 00:00:00
1931073,Employed Full Time,2017-09-09 00:00:00
1931082,Employed Full Time,2016-03-01 00:00:00
1931193,Employed Full Time,2016-06-20 00:00:00
1931196,Employed Full Time,2015-11-02 00:00:00
1931253,Employed Full Time,2016-02-08 00:00:00
1931434,Employed Full Time,
1931589,Not employed,
1931641,Employed Full Time,2016-12-12 00:00:00
1931886,Not employed,
1931924,Employed Full Time,2016-10-01 00:00:00
1931929,Employed Full Time,2016-08-08 00:00:00
1932151,Employed Full Time,2016-11-07 00:00:00
1932161,Not employed,
1932182,Employed Part Time,2016-05-25 00:00:00
1932209,Employed Full Time,
1932284,Employed Full Time,2016-02-08 00:00:00
1932342,Employed Part Time,2017-04-10 00:00:00
1932442,Not employed,
1932502,Not employed,
1932591,Employed Full Time,2018-06-04 00:00:00
1932721,Not employed,
1932723,Employed Part Time,2017-09-11 00:00:00
1932740,Employed Full Time,2016-12-07 00:00:00
1932819,Not employed,
1932968,Employed Full Time,2017-03-27 00:00:00
1933001,Employed Full Time,2017-06-05 00:00:00
1933003,Employed Full Time,
1933005,Employed Full Time,2017-09-25 00:00:00
1933006,Not employed,
1933145,Employed Full Time,2016-01-04 00:00:00
1933208,Employed Part Time,2016-05-02 00:00:00
1933247,,
1933259,Employed Full Time,2016-09-16 00:00:00
1933273,Employed Full Time,2016-07-07 00:00:00
1933382,Employed Full Time,2016-07-20 00:00:00
1933414,Employed Full Time,2016-05-13 00:00:00
1933429,Employed Part Time,2018-04-26 00:00:00
1933436,Employed Full Time,
1933531,Not employed,
1933676,Not employed,
1933732,Employed Full Time,2016-08-15 00:00:00
1933742,Employed Full Time,2016-02-22 00:00:00
1933777,Employed Full Time,2016-04-28 00:00:00
1933790,Not employed,
1933867,Not employed,
1933965,Employed Full Time,2016-12-02 00:00:00
1934108,Employed Full Time,2017-05-30 00:00:00
1934174,Employed Full Time,2016-06-01 00:00:00
1934355,Employed Full Time,2017-11-27 00:00:00
1934369,Employed Full Time,2016-08-15 00:00:00
1934401,Not employed,
1934552,Employed Full Time,2016-06-03 00:00:00
1934553,Not employed,
1934558,Employed Full Time,2013-10-01 00:00:00
1934596,Employed Full Time,2016-08-05 00:00:00
1934597,Employed Full Time,2016-08-05 00:00:00
1934609,Not employed,
1934716,Employed Part Time,
1934799,Not employed,
1934829,Not employed,
1935132,Employed Full Time,2016-10-10 00:00:00
1935177,Employed Full Time,2016-06-27 00:00:00
1935292,Employed Part Time,2017-03-17 00:00:00
1935329,Employed Full Time,
1935431,Employed Full Time,
1935464,Not employed,
1935489,Not employed,
1935503,Employed Full Time,2013-08-01 00:00:00
1935512,Not employed,
1935562,Employed Full Time,2016-07-11 00:00:00
1935596,Not employed,
1935611,Employed Full Time,2016-07-25 00:00:00
1935620,Employed Full Time,
1935626,Not employed,
1935886,Employed Full Time,2017-03-30 00:00:00
1936074,Not employed,
1936081,Employed Part Time,2017-03-27 00:00:00
1936082,Employed Full Time,2016-12-28 00:00:00
1936084,Employed Part Time,
1936085,Employed Full Time,
1936089,,
1936149,Not employed,
1936163,,
1936226,Employed Full Time,2016-08-12 00:00:00
1936241,Employed Part Time,2013-05-01 00:00:00
1936243,Employed Full Time,
1936285,Employed Full Time,2016-10-15 00:00:00
1936286,Employed Full Time,2016-10-17 00:00:00
1936441,Employed Full Time,2017-02-21 00:00:00
1936594,Employed Full Time,2017-07-05 00:00:00
1936596,Not employed,
1936672,Employed Full Time,2016-10-24 00:00:00
1936737,Employed Full Time,2016-09-13 00:00:00
1936741,Not employed,
1936827,Not employed,
1936847,Not employed,
1936976,Employed Full Time,2017-06-26 00:00:00
1937017,Employed Part Time,2017-07-27 00:00:00
1937030,Not employed,
1937136,Not employed,
1937178,Employed Full Time,
1937187,Employed Full Time,2017-01-02 00:00:00
1937356,Employed Full Time,2017-02-20 00:00:00
1937363,Employed Part Time,
1937419,Not employed,
1937432,Not employed,
1937444,Employed Part Time,2016-12-12 00:00:00
1937445,Employed Full Time,2016-10-10 00:00:00
1937541,Employed Full Time,2016-09-19 00:00:00
1937581,Employed Full Time,2017-10-03 00:00:00
1937617,Employed Full Time,2017-04-20 00:00:00
1937644,Employed Part Time,2018-08-01 00:00:00
1937808,Employed Part Time,2008-09-01 00:00:00
1937842,Not employed,
1938068,Employed Full Time,2016-11-21 00:00:00
1938073,Employed Full Time,2016-12-13 00:00:00
1938104,Employed Full Time,2017-05-09 00:00:00
1938115,Not employed,
1938146,Not employed,
1938291,Employed Full Time,2016-07-01 00:00:00
1938322,Employed Full Time,2017-02-15 00:00:00
1938333,Employed Part Time,
1938358,Not employed,
1938405,Employed Full Time,2017-01-05 00:00:00
1938406,Employed Part Time,2017-01-09 00:00:00
1938407,Employed Full Time,2017-04-07 00:00:00
1938454,Employed Full Time,
1938457,Employed Part Time,2016-10-01 00:00:00
1938467,Employed Full Time,2017-04-17 00:00:00
1938468,Employed Full Time,2017-04-25 00:00:00
1938571,Not employed,
1938619,Not employed,
1938686,Employed Full Time,2017-07-10 00:00:00
1938760,Employed Full Time,2017-02-20 00:00:00
1938761,Employed Full Time,
1938773,Not employed,
1938871,Employed Full Time,2017-05-22 00:00:00
1938936,Employed Full Time,2016-12-16 00:00:00
1938990,Not employed,
1938998,Not employed,
1939004,Employed Full Time,2017-04-03 00:00:00
1939009,,
1939098,Employed Part Time,2016-11-18 00:00:00
1939152,Employed Part Time,2017-03-06 00:00:00
1939157,Employed Part Time,
1939162,Not employed,
1939163,Employed Part Time,
1939254,Not employed,
1939266,Not employed,
1939363,Employed Full Time,
1939439,Employed Part Time,2017-02-14 00:00:00
1939471,Employed Part Time,2017-10-20 00:00:00
1939477,Employed Full Time,2016-11-14 00:00:00
1939479,Not employed,
1939489,Employed Part Time,2016-10-22 00:00:00
1939534,Employed Part Time,2018-07-12 00:00:00
1939601,Employed Full Time,2017-04-03 00:00:00
1939608,Employed Full Time,2017-06-19 00:00:00
1939684,Employed Full Time,2017-04-22 00:00:00
1939828,Not employed,
1939845,Employed Part Time,
1939883,Not employed,
1939903,Not employed,
1939967,Employed Full Time,
1940060,Employed Full Time,
1940178,Employed Full Time,2017-06-02 00:00:00
1940184,Employed Full Time,2017-04-17 00:00:00
1940200,Not employed,
1940258,Not employed,
1940317,Employed Full Time,2017-09-18 00:00:00
1940341,Employed Full Time,2017-01-16 00:00:00
1940448,Employed Part Time,2017-03-20 00:00:00
1940450,Employed Full Time,2017-03-01 00:00:00
1940474,Employed Full Time,2017-04-25 00:00:00
1940508,Employed Full Time,2017-03-06 00:00:00
1940515,Employed Full Time,2017-06-06 00:00:00
1940562,Not employed,
1940563,Not employed,
1940588,Not employed,
1940681,,
1940682,,
1940684,Employed Part Time,2017-01-09 00:00:00
1940717,Employed Full Time,2017-03-21 00:00:00
1940753,Employed Part Time,2017-05-29 00:00:00
1940764,Employed Full Time,2017-09-13 00:00:00
1940765,Employed Full Time,2017-04-04 00:00:00
1940851,Employed Part Time,2017-08-01 00:00:00
1940852,Employed Full Time,2017-06-12 00:00:00
1940915,Not employed,
1941145,Not employed,
1941263,Employed Full Time,2017-09-09 00:00:00
1941266,Employed Full Time,2017-12-08 00:00:00
1941274,Employed Full Time,2017-11-02 00:00:00
1941278,Employed Part Time,2017-03-04 00:00:00
1941322,Employed Part Time,2017-01-10 00:00:00
1941324,Employed Full Time,2017-06-23 00:00:00
1941367,Not employed,
1941379,Employed Full Time,2017-04-11 00:00:00
1941440,Not employed,
1941479,Employed Full Time,2017-07-31 00:00:00
1941490,Not employed,
1941495,Not employed,
1941519,Employed Full Time,2017-06-21 00:00:00
1941530,Not employed,
1941550,Employed Full Time,2017-06-20 00:00:00
1941636,Not employed,
1941700,Employed Full Time,2017-03-20 00:00:00
1941738,Employed Part Time,2017-02-07 00:00:00
1941783,Employed Full Time,2017-06-26 00:00:00
1941795,Not employed,
1941821,Not employed,
1941884,Employed Part Time,2016-12-05 00:00:00
1941888,Employed Full Time,2018-11-30 00:00:00
1941893,Employed Full Time,2017-10-31 00:00:00
1941913,Employed Full Time,2017-07-10 00:00:00
1941931,Not employed,
1942003,Not employed,
1942007,Employed Part Time,2017-04-07 00:00:00
1942017,Employed Full Time,2017-06-18 00:00:00
1942018,Not employed,
1942060,Employed Full Time,2017-09-11 00:00:00
1942064,Employed Full Time,2017-06-21 00:00:00
1942065,Employed Part Time,2017-05-21 00:00:00
1942067,Employed Full Time,
1942069,Employed Full Time,2017-02-27 00:00:00
1942079,Not employed,
1942150,Employed Full Time,2017-11-28 00:00:00
1942166,Employed Full Time,2017-01-23 00:00:00
1942167,Employed Full Time,2017-01-24 00:00:00
1942194,Employed Part Time,2017-04-27 00:00:00
1942236,Employed Full Time,2017-03-01 00:00:00
