,BenefitsScreening,BenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
18078,,,,,Yes,,1
18079,,,,,Yes,,1
18080,,,,,Yes,Yes,2
18081,,,,,Yes,,1
18082,,,,,Yes,,1
18083,,,,,Yes,,1
18084,,,,,Yes,,1
18085,,,,,Yes,Yes,2
18086,,,,,Yes,Yes,2
18087,,,,,Yes,,1
18088,,,,,Yes,Yes,2
18089,,,,,,Yes,1
18090,,,Yes,Yes,Yes,Yes,3
18091,,,,,Yes,Yes,2
18092,,,Yes,Yes,Yes,,2
18093,,,,,Yes,Yes,2
18094,,,Yes,Yes,Yes,Yes,3
18095,,,,,Yes,Yes,2
18096,,,,,Yes,Yes,2
18097,,,,,Yes,,1
18098,,,,,Yes,,1
18099,,,,,Yes,Yes,2
18100,,,,,Yes,Yes,2
18101,,,,,Yes,Yes,2
18102,,,,,Yes,Yes,2
18103,,,,,Yes,Yes,2
18104,,,,,Yes,Yes,2
18105,,,,,Yes,,1
18106,,,,,Yes,,1
18107,,,,,Yes,,1
18108,,,,,Yes,Yes,2
18109,,,,,Yes,,1
18110,,,,,Yes,Yes,2
18111,,,,,Yes,Yes,2
18112,,,,,Yes,,1
18113,,,,,Yes,,1
18114,,,,,Yes,Yes,2
18115,,,,,Yes,Yes,2
18116,,,,,Yes,Yes,2
18117,,,,,Yes,Yes,2
18118,,,,,Yes,Yes,2
18119,,,,,Yes,,1
18120,,,,,Yes,,1
18121,,,,,Yes,,1
18122,,,,,,Yes,1
18123,,,,,Yes,Yes,2
18124,,,,,Yes,Yes,2
18125,,,,,Yes,Yes,2
18126,,,,,Yes,Yes,2
18127,,,,,,Yes,1
18128,,,,,Yes,Yes,2
18129,,,,,Yes,Yes,2
18130,,,,,Yes,Yes,2
18131,,,,,Yes,Yes,2
18132,,,,,Yes,,1
18133,,,,,Yes,,1
18134,,,,,Yes,,1
18135,,,,,Yes,Yes,2
18136,,,,,Yes,,1
18137,,,,,Yes,,1
18138,,,,,Yes,Yes,2
18139,,,,,Yes,Yes,2
18140,,,,,Yes,Yes,2
18141,,,,,Yes,Yes,2
18142,,,,,Yes,Yes,2
18143,,,,,Yes,,1
18144,,,,,Yes,Yes,2
18145,,,,,Yes,,1
18146,,,,,Yes,Yes,2
18147,,,,,Yes,Yes,2
18148,,,,,Yes,Yes,2
18149,,,,,Yes,Yes,2
18150,,,,,Yes,Yes,2
18151,,,Yes,Yes,Yes,,2
18152,,,,,Yes,,1
18153,,,,,Yes,,1
18154,,,,,Yes,,1
18155,No,Yes,No,Yes,No,Yes,2
18156,No,Yes,No,Yes,No,Yes,2
18157,No,No,Yes,Yes,No,Yes,2
18158,No,Yes,No,Yes,No,Yes,2
18159,No,Yes,Yes,Yes,Yes,Yes,3
18160,No,Yes,Yes,Yes,No,Yes,2
18161,Yes,No,Yes,Yes,Yes,Yes,3
18162,No,Yes,Yes,Yes,No,Yes,2
18163,No,No,No,No,No,Yes,1
18164,No,No,Yes,Yes,No,Yes,2
18165,No,Yes,No,Yes,No,Yes,2
18166,No,No,No,No,No,No,0
18167,No,Yes,No,Yes,No,No,1
18168,Yes,Yes,Yes,Yes,No,Yes,2
18169,No,Yes,Yes,Yes,No,Yes,2
18170,No,Yes,Yes,Yes,No,No,1
18171,No,Yes,Yes,Yes,No,Yes,2
18172,No,No,No,No,Yes,No,1
18173,No,No,Yes,Yes,No,No,1
18174,Yes,Yes,Yes,Yes,No,Yes,2
18175,Yes,No,No,Yes,No,No,1
18176,Yes,No,Yes,Yes,Yes,Yes,3
18177,No,No,Yes,Yes,No,Yes,2
18178,No,Yes,Yes,Yes,No,Yes,2
18179,No,No,Yes,Yes,No,Yes,2
18180,No,Yes,Yes,Yes,No,No,1
18181,No,No,No,No,No,No,0
18182,No,Yes,Yes,Yes,Yes,No,2
18183,Yes,No,Yes,Yes,No,Yes,2
18184,No,Yes,Yes,Yes,No,Yes,2
18185,No,Yes,No,Yes,No,No,1
18186,Yes,Yes,Yes,Yes,Yes,No,2
18187,No,No,Yes,Yes,No,No,1
18188,No,Yes,No,Yes,No,No,1
18189,No,No,Yes,Yes,No,Yes,2
18190,No,No,No,No,No,Yes,1
18191,No,Yes,No,Yes,No,Yes,2
18192,Yes,No,Yes,Yes,No,Yes,2
18193,No,Yes,No,Yes,No,No,1
18194,No,Yes,No,Yes,No,No,1
18195,No,Yes,Yes,Yes,Yes,Yes,3
18196,No,Yes,No,Yes,No,Yes,2
18197,Yes,No,Yes,Yes,Yes,No,2
18198,No,No,No,No,No,Yes,1
18199,No,No,No,No,No,Yes,1
18200,Yes,Yes,Yes,Yes,Yes,Yes,3
18201,No,Yes,No,Yes,No,No,1
18202,No,No,No,No,No,No,0
18203,No,Yes,No,Yes,No,No,1
18204,Yes,Yes,No,Yes,No,No,1
18205,No,Yes,No,Yes,No,No,1
18206,No,Yes,No,Yes,No,Yes,2
18207,No,Yes,Yes,Yes,No,Yes,2
18208,No,No,Yes,Yes,Yes,No,2
18209,No,No,No,No,No,No,0
18210,No,Yes,Yes,Yes,No,Yes,2
18211,No,No,Yes,Yes,Yes,No,2
18212,No,Yes,Yes,Yes,No,Yes,2
18213,,,,,Yes,,1
18214,,,,,Yes,,1
18215,,,,,Yes,,1
18216,,,,,Yes,,1
18217,,,Yes,Yes, ,,1
18218,,,,,Yes,,1
18219,,,,,Yes,,1
18220,,,,,Yes,,1
18221,,,,,Yes,,1
18222,,,,,Yes,Yes,2
18223,,,,,Yes,,1
18224,,,,,Yes,,1
18225,,,,,Yes,,1
18226,,,Yes,Yes, ,,1
18227,,,,,Yes,,1
18228,,,,,Yes,,1
18229,,,,,Yes,,1
18230,,,Yes,Yes, ,Yes,2
18231,,Yes,,Yes,Yes,Yes,3
18232,,Yes,Yes,Yes,Yes,Yes,3
18233,,,,,Yes,,1
18234,,,,,Yes,,1
18235,,,,,Yes,,1
18236,,,,,Yes,,1
18237,,,,,Yes,,1
18238,,,,,Yes,,1
18239,,,,,Yes,,1
18240,,,,,Yes,,1
18241,,,,,Yes,,1
18242,,,,,Yes,,1
18243,,,,,Yes,,1
18244,,,,,Yes,,1
18245,,,,,Yes,,1
18246,,,,, ,,0
18247,,,,,Yes,,1
18248,,,,,Yes,,1
18249,,,,,Yes,,1
18250,,,,,Yes,,1
18251,,,,,Yes,,1
18252,,,,,Yes,,1
18253,,,,, ,,0
18254,,,,, ,,0
18255,,,,,Yes,,1
18256,,,,,Yes,,1
18257,,,,, ,,0
18258,,,,, ,,0
18259,,,,, ,,0
18260,,,,,Yes,,1
18261,,,,,Yes,,1
18262,,,,,Yes,,1
18263,,,,,Yes,,1
18264,,,,,Yes,,1
18265,,,,, ,,0
18266,,,,, ,,0
18267,,,,, ,,0
18268,,,,, ,,0
18269,,,,,Yes,,1
18270,,,,,Yes,,1
18271,,,,,Yes,,1
18272,,,,,Yes,,1
18273,,,,,Yes,,1
18274,,,,,Yes,,1
18275,,,,,Yes,,1
18276,,,,,Yes,,1
18277,,,,, ,,0
18278,,,,,Yes,,1
18279,,,,, ,,0
18280,,,,,Yes,,1
18281,,,,, ,,0
18282,,,,,Yes,,1
18283,,,,, ,,0
18284,,,,,Yes,,1
18285,,,,,Yes,,1
18286,,,,,Yes,,1
18287,,,,,Yes,,1
18288,,,Yes,Yes, ,,1
18289,,,Yes,Yes,Yes,Yes,3
18290,,,,,Yes,,1
18291,,,,,Yes,,1
18292,,,,,Yes,,1
18293,,,,,Yes,,1
18294,,,,,Yes,,1
18295,,,,,Yes,,1
18296,,,,,Yes,,1
18297,,,,,Yes,,1
18298,,,,,Yes,,1
18299,,,,,Yes,,1
18300,,,,,Yes,,1
18301,,,,,Yes,,1
18302,,,,,Yes,,1
18303,,,,,Yes,,1
18304,,,,, ,,0
18305,,,,, ,,0
18306,,,,,Yes,,1
18307,,,,,Yes,,1
18308,,,,,Yes,,1
18309,,,,,Yes,,1
18310,,,,, ,,0
18311,,,,,Yes,,1
18312,,,,,Yes,,1
18313,,,,,Yes,,1
18314,,,,, ,,0
18315,,,,,Yes,,1
18316,,,,,Yes,,1
18317,,,,,Yes,,1
18318,,,,,Yes,,1
18319,,,,,Yes,,1
18320,,,,,Yes,,1
18321,,,,,Yes,,1
18322,,,,,Yes,,1
18323,,,,, ,,0
18324,,,,,Yes,,1
18325,,,,,Yes,,1
18326,,,,,Yes,,1
18327,,,,,Yes,,1
18328,,,,,Yes,,1
18329,,,,,Yes,,1
18330,,,,,Yes,,1
18331,,,,,Yes,,1
18332,,,,,Yes,,1
18333,,,,,Yes,,1
18334,,,,,Yes,Yes,2
18335,,Yes,,Yes, ,Yes,2
18336,,,,,Yes,,1
18337,,,,,Yes,,1
18338,,,,,Yes,,1
18339,,,,,Yes,,1
18340,,,,, ,,0
18341,,,,, ,,0
18342,,,,,Yes,,1
18343,,,,,Yes,,1
18344,,,,,Yes,,1
18345,,,,,Yes,,1
18346,,,Yes,Yes,Yes,,2
18347,,,,, ,,0
18348,,,,,Yes,,1
18349,,,,,Yes,,1
18350,,,,,Yes,,1
18351,,,,,Yes,,1
18352,,,,,Yes,,1
18353,,,,, ,,0
18354,,,,,Yes,,1
18355,,,,,Yes,,1
18356,,,,,Yes,,1
18357,,,,,Yes,,1
18358,,,,,Yes,,1
18359,,,,, ,,0
18360,,,,,Yes,,1
18361,,,,,Yes,,1
18362,,,,,Yes,,1
18363,,,,,Yes,,1
18364,,,,, ,,0
18365,,,,,Yes,,1
18366,,,,, ,,0
18367,,,,,Yes,,1
18368,,,,,Yes,,1
18369,,,,,Yes,,1
18370,,,,,Yes,,1
18371,,,,, ,,0
18372,,,,,Yes,,1
18373,,,,,Yes,Yes,2
18374,,,,,Yes,,1
18375,,,,,Yes,,1
18376,,,Yes,Yes, ,,1
18377,,,,,Yes,,1
18378,,,,,Yes,,1
18379,,,,,Yes,,1
18380,,,,,Yes,,1
18381,,,,, ,,0
18382,,,,, ,Yes,1
18383,,,,,Yes,,1
18384,,,Yes,Yes, ,,1
18385,,,,,Yes,,1
18386,,,,, ,,0
18387,,,,,Yes,,1
18388,,,,,Yes,,1
18389,,,,,Yes,,1
18390,,,,,Yes,,1
18391,,,,,Yes,Yes,2
18392,,,,,Yes,,1
18393,,,,, ,,0
18394,,,,, ,,0
18395,,,,,Yes,,1
18396,,,,,Yes,,1
18397,,,,, ,,0
18398,,,,,Yes,,1
18399,,,,,Yes,,1
18400,,,Yes,Yes,Yes,,2
18401,,,,,Yes,,1
18402,,,,,Yes,,1
18403,,,,, ,,0
18404,,,Yes,Yes,Yes,,2
18405,,,,,Yes,,1
18406,,,Yes,Yes,Yes,,2
18407,,,,,Yes,,1
18408,,,,,Yes,,1
18409,,,,,Yes,,1
18410,,,,, ,,0
18411,,,,, ,,0
18412,,,,,Yes,,1
18413,,,,,Yes,,1
18414,,,,,Yes,,1
18415,,,,,Yes,,1
18416,,,,, ,,0
18417,,,,,Yes,,1
18418,,,,,Yes,Yes,2
18419,,,,,Yes,,1
18420,,,,,Yes,,1
18421,,,,,Yes,,1
18422,,,,,Yes,,1
18423,,,,,Yes,,1
18424,,,Yes,Yes, ,,1
18425,,,,, ,,0
18426,,,Yes,Yes,Yes,,2
18427,,,,,Yes,,1
18428,,,,,Yes,,1
18429,,,,,Yes,,1
18430,,,,, ,,0
18431,,,,,Yes,,1
18432,,,Yes,Yes, ,,1
18433,,,,,Yes,,1
18434,,Yes,,Yes, ,Yes,2
18435,,,,,Yes,,1
18436,,,,,Yes,,1
18437,,,,,Yes,,1
18438,,,,,Yes,,1
18439,,,,,Yes,,1
18440,,,,,Yes,,1
18441,,,,,Yes,,1
18442,,,,,Yes,,1
18443,,,,,Yes,,1
18444,,,,,Yes,,1
18445,,,,, ,,0
18446,,,,,Yes,,1
18447,,,,,Yes,,1
18448,,,,, ,,0
18449,,,,,Yes,,1
18450,,,,,Yes,,1
18451,,,Yes,Yes, ,,1
18452,,,,,Yes,,1
18453,,,,,Yes,,1
18454,,,,,Yes,,1
18455,,,,,Yes,,1
18456,,,,,Yes,,1
18457,,,,,Yes,,1
18458,,,,,Yes,,1
18459,,,,,Yes,,1
18460,,,,,Yes,,1
18461,,,,,Yes,,1
18462,,,,, ,,0
18463,,,,,Yes,,1
18464,,,,,Yes,,1
18465,,,,,Yes,,1
18466,,,,,Yes,,1
18467,,,,,Yes,,1
18468,,,,,Yes,,1
18469,,Yes,,Yes,Yes,Yes,3
18470,,,,,Yes,,1
18471,,,,,Yes,,1
18472,,,Yes,Yes,Yes,,2
18473,,,,,Yes,,1
18474,,,Yes,Yes,Yes,Yes,3
18475,,,,,Yes,,1
18476,,,,,Yes,,1
18477,,,,,Yes,,1
18478,,,Yes,Yes, ,,1
18479,,,,, ,Yes,1
18480,,,,,Yes,,1
18481,,,,,Yes,,1
18482,,,Yes,Yes, ,,1
18483,,,Yes,Yes, ,Yes,2
18484,,,,,Yes,,1
18485,,,,,Yes,,1
18486,,,,,Yes,,1
18487,,,,,Yes,Yes,2
18488,,,,,Yes,,1
18489,,,,,Yes,,1
18490,,,,,Yes,,1
18491,,,,,Yes,,1
18492,,,,,Yes,,1
18493,,,,,Yes,,1
18494,,,Yes,Yes, ,,1
18495,,,,,Yes,,1
18496,,,,,Yes,,1
18497,,,,,Yes,,1
18498,,,,,Yes,,1
18499,,,,,Yes,,1
18500,,,Yes,Yes,Yes,Yes,3
18501,,,,,Yes,Yes,2
18502,,,,,Yes,,1
18503,,,,,Yes,,1
18504,,,,,Yes,,1
18505,,,,,Yes,,1
18506,,,,,Yes,,1
18507,,,,,Yes,Yes,2
18508,,,,,Yes,,1
18509,,,,,Yes,,1
18510,,,,,Yes,,1
18511,,,,,Yes,,1
18512,,,Yes,Yes, ,,1
18513,,,,,Yes,,1
18514,,,,,Yes,Yes,2
18515,,,,,Yes,,1
18516,,,Yes,Yes,Yes,Yes,3
18517,,,,,Yes,,1
18518,,,,,Yes,,1
18519,,,,,Yes,,1
18520,,,,,Yes,,1
18521,,,,,Yes,,1
18522,,,,,Yes,,1
18523,,,,,Yes,Yes,2
18524,,,Yes,Yes,Yes,,2
18525,,,,,Yes,,1
18526,,,,,Yes,,1
18527,,,Yes,Yes, ,,1
18528,,,Yes,Yes,Yes,Yes,3
18529,,,,,Yes,,1
18530,,,Yes,Yes, ,,1
18531,,,Yes,Yes,Yes,Yes,3
18532,,,Yes,Yes, ,,1
18533,,,,,Yes,,1
18534,,,Yes,Yes,Yes,Yes,3
18535,,,,,Yes,,1
18536,,,Yes,Yes,Yes,Yes,3
18537,,,Yes,Yes, ,,1
18538,,,Yes,Yes,Yes,Yes,3
18539,,,Yes,Yes,Yes,Yes,3
18540,,,Yes,Yes,Yes,Yes,3
18541,,,Yes,Yes,Yes,Yes,3
18542,,,,,Yes,Yes,2
18543,,,Yes,Yes,Yes,Yes,3
18544,,,,,Yes,Yes,2
18545,,,Yes,Yes,Yes,Yes,3
18546,,,Yes,Yes,Yes,Yes,3
18547,,,Yes,Yes,Yes,Yes,3
18548,,,Yes,Yes,Yes,Yes,3
18549,,,Yes,Yes,Yes,Yes,3
18550,,,Yes,Yes,Yes,Yes,3
18551,,,,, ,,0
18552,,,Yes,Yes,Yes,Yes,3
18553,,,Yes,Yes,Yes,Yes,3
18554,,,Yes,Yes,Yes,Yes,3
18555,,,Yes,Yes,Yes,Yes,3
18556,,,,,Yes,Yes,2
18557,,,Yes,Yes,Yes,Yes,3
18558,,,Yes,Yes,Yes,Yes,3
18559,,,,,Yes,Yes,2
18560,,,Yes,Yes,Yes,,2
18561,,,Yes,Yes,Yes,Yes,3
18562,,,Yes,Yes,Yes,Yes,3
18563,,,Yes,Yes,Yes,Yes,3
18564,,,Yes,Yes,Yes,Yes,3
18565,,,Yes,Yes,Yes,Yes,3
18566,,,Yes,Yes,Yes,Yes,3
18567,,,Yes,Yes,Yes,Yes,3
18568,,,Yes,Yes, ,,1
18569,,,Yes,Yes,Yes,Yes,3
18570,,,Yes,Yes,Yes,Yes,3
18571,,,Yes,Yes,Yes,Yes,3
18572,,,Yes,Yes,Yes,Yes,3
18573,,,Yes,Yes,Yes,Yes,3
18574,,,Yes,Yes, ,,1
18575,,,,,Yes,Yes,2
18576,,,Yes,Yes,Yes,Yes,3
18577,,,Yes,Yes,Yes,,2
18578,,Yes,Yes,Yes,Yes,Yes,3
18579,,,Yes,Yes,Yes,Yes,3
18580,,,Yes,Yes,Yes,Yes,3
18581,,,Yes,Yes,Yes,,2
18582,,,Yes,Yes,Yes,Yes,3
18583,,,Yes,Yes,Yes,Yes,3
18584,,,Yes,Yes, ,,1
18585,,,Yes,Yes, ,,1
18586,Yes,Yes,Yes,Yes,Yes,Yes,3
18587,Yes,,Yes,Yes,Yes,Yes,3
18588,Yes,Yes,,Yes,Yes,Yes,3
18589,Yes,Yes,Yes,Yes,Yes,Yes,3
18590,Yes,Yes,,Yes,Yes,Yes,3
18591,Yes,,Yes,Yes,Yes,Yes,3
18592,Yes,,Yes,Yes,Yes,Yes,3
18593,Yes,Yes,Yes,Yes,Yes,Yes,3
18594,Yes,,Yes,Yes,Yes,Yes,3
18595,Yes,Yes,Yes,Yes,Yes,Yes,3
18596,Yes,Yes,Yes,Yes,Yes,Yes,3
18597,Yes,Yes,,Yes,Yes,Yes,3
18598,Yes,Yes,Yes,Yes,Yes,Yes,3
18599,Yes,,Yes,Yes,Yes,Yes,3
18600,Yes,Yes,Yes,Yes,Yes,Yes,3
18601,Yes,Yes,Yes,Yes,Yes,Yes,3
18602,Yes,,Yes,Yes,Yes,Yes,3
18603,Yes,,Yes,Yes,Yes,Yes,3
18604,Yes,,Yes,Yes,Yes,Yes,3
18605,Yes,,Yes,Yes,Yes,Yes,3
18606,Yes,,Yes,Yes,Yes,Yes,3
18607,Yes,Yes,Yes,Yes,Yes,Yes,3
18608,Yes,Yes,Yes,Yes,Yes,Yes,3
18609,Yes,Yes,Yes,Yes,Yes,Yes,3
18610,Yes,,Yes,Yes,Yes,Yes,3
18611,Yes,Yes,Yes,Yes,Yes,Yes,3
18612,Yes,Yes,Yes,Yes,Yes,Yes,3
18613,Yes,Yes,Yes,Yes,Yes,Yes,3
18614,Yes,,Yes,Yes,Yes,Yes,3
18615,No,No,No,No,Yes,No,1
18616,No,Yes,No,Yes,No,No,1
18617,No,Yes,Yes,Yes,No,Yes,2
18618,No,No,Yes,Yes,Yes,No,2
18619,No,No,No,No,No,No,0
18620,No,Yes,Yes,Yes,No,Yes,2
18621,No,Yes,Yes,Yes,No,Yes,2
18622,No,No,No,No,No,No,0
18623,No,No,Yes,Yes,No,Yes,2
18624,No,Yes,No,Yes,No,No,1
18625,Yes,Yes,Yes,Yes,Yes,Yes,3
18626,No,No,No,No,No,No,0
18627,No,Yes,No,Yes,No,No,1
18628,No,No,No,No,No,No,0
18629,No,Yes,No,Yes,No,No,1
18630,No,Yes,No,Yes,No,No,1
18631,Yes,No,Yes,Yes,Yes,Yes,3
18632,Yes,No,No,Yes,Yes,Yes,3
18633,No,No,No,No,No,No,0
18634,Yes,Yes,Yes,Yes,Yes,No,2
18635,Yes,No,No,Yes,No,No,1
18636,No,Yes,No,Yes,No,No,1
18637,No,No,No,No,No,No,0
18638,No,Yes,No,Yes,No,No,1
18639,No,Yes,Yes,Yes,No,No,1
18640,No,Yes,No,Yes,No,No,1
18641,No,No,No,No,No,No,0
18642,No,Yes,No,Yes,No,No,1
18643,No,No,No,No,No,No,0
18644,No,Yes,No,Yes,No,Yes,2
18645,No,No,Yes,Yes,Yes,No,2
18646,No,No,Yes,Yes,Yes,No,2
18647,No,No,No,No,No,No,0
18648,No,Yes,No,Yes,No,Yes,2
18649,No,No,Yes,Yes,No,No,1
18650,No,No,No,No,No,No,0
18651,No,Yes,No,Yes,No,No,1
18652,Yes,Yes,Yes,Yes,Yes,Yes,3
18653,No,No,No,No,No,No,0
18654,Yes,Yes,Yes,Yes,Yes,Yes,3
18655,Yes,No,No,Yes,Yes,No,2
18656,No,No,Yes,Yes,No,Yes,2
18657,No,Yes,No,Yes,Yes,No,2
18658,No,No,No,No,No,No,0
18659,No,Yes,No,Yes,No,No,1
18660,No,No,No,No,No,No,0
18661,No,Yes,No,Yes,No,No,1
18662,No,No,No,No,No,Yes,1
18663,No,Yes,No,Yes,No,No,1
18664,No,No,No,No,No,Yes,1
18665,No,Yes,No,Yes,No,No,1
18666,No,No,No,No,No,No,0
18667,No,Yes,Yes,Yes,No,No,1
18668,Yes,Yes,No,Yes,No,No,1
18669,No,Yes,No,Yes,No,No,1
18670,Yes,Yes,Yes,Yes,No,No,1
18671,No,Yes,No,Yes,No,No,1
18672,No,No,No,No,Yes,No,1
18673,No,Yes,Yes,Yes,No,Yes,2
18674,No,No,Yes,Yes,No,No,1
18675,No,,Yes,Yes,Yes,No,2
18676,No,Yes,No,Yes,No,No,1
18677,No,Yes,No,Yes,No,No,1
18678,No,Yes,No,Yes,No,No,1
18679,No,,No,No,Yes,No,1
18680,Yes,Yes,No,Yes,No,Yes,2
18681,No,Yes,Yes,Yes,Yes,Yes,3
18682,Yes,Yes,Yes,Yes,No,Yes,2
18683,No,Yes,No,Yes,No,No,1
18684,No,Yes,No,Yes,No,No,1
18685,No,Yes,Yes,Yes,Yes,No,2
18686,No,Yes,Yes,Yes,Yes,No,2
18687,No,No,Yes,Yes,No,No,1
18688,No,No,No,No,Yes,Yes,2
18689,No,Yes,No,Yes,No,No,1
18690,No,No,No,No,No,No,0
18691,No,No,No,No,Yes,No,1
18692,No,No,No,No,No,Yes,1
18693,No,Yes,No,Yes,No,No,1
18694,No,Yes,No,Yes,No,No,1
18695,No,Yes,No,Yes,No,No,1
18696,Yes,Yes,Yes,Yes,Yes,Yes,3
18697,No,No,No,No,No,Yes,1
18698,No,No,No,No,Yes,Yes,2
18699,No,No,Yes,Yes,Yes,Yes,3
18700,Yes,Yes,Yes,Yes,No,Yes,2
18701,Yes,Yes,Yes,Yes,Yes,Yes,3
18702,No,Yes,Yes,Yes,No,No,1
18703,No,No,No,No,No,Yes,1
18704,No,No,Yes,Yes,No,Yes,2
18705,No,No,No,No,Yes,No,1
18706,No,Yes,No,Yes,No,No,1
18707,No,No,Yes,Yes,No,Yes,2
18708,No,Yes,Yes,Yes,No,Yes,2
18709,Yes,Yes,Yes,Yes,No,Yes,2
18710,Yes,No,No,Yes,No,Yes,2
18711,No,No,Yes,Yes,Yes,No,2
18712,Yes,Yes,No,Yes,No,No,1
18713,No,No,No,No,No,Yes,1
18714,No,No,Yes,Yes,Yes,No,2
18715,Yes,Yes,Yes,Yes,No,Yes,2
18716,No,,No,No,Yes,No,1
18717,No,No,No,No,No,Yes,1
18718,No,Yes,No,Yes,No,Yes,2
18719,No,No,Yes,Yes,Yes,No,2
18720,No,No,No,No,No,Yes,1
18721,No,,No,No,Yes,Yes,2
18722,No,No,Yes,Yes,No,Yes,2
18723,Yes,,Yes,Yes,Yes,Yes,3
18724,Yes,Yes,,Yes,Yes,Yes,3
18725,Yes,Yes,Yes,Yes,Yes,Yes,3
18726,,,,,,No,0
18727,Yes,No,Yes,Yes,,Yes,2
18728,,,,,Yes,No,1
18729,Yes,Yes,,Yes,Yes,No,2
18730,Yes,Yes,,Yes,Yes,,2
18731,Yes,Yes,,Yes,,No,1
18732,Yes,Yes,,Yes,Yes,Yes,3
18733,Yes,Yes,No,Yes,No,Yes,2
18734,Yes,Yes,No,Yes,Yes,Yes,3
18735,Yes,Yes,No,Yes,Yes,Yes,3
18736,Yes,Yes,No,Yes,Yes,Yes,3
18737,,,,,,No,0
18738,Yes,Yes,No,Yes,No,Yes,2
18739,,,,,,Yes,1
18740,,,,,Yes,No,1
18741,Yes,No,,Yes,Yes,No,2
18742,Yes,Yes,,Yes,Yes,No,2
18743,Yes,Yes,No,Yes,Yes,Yes,3
18744,Yes,Yes,No,Yes,Yes,Yes,3
18745,,,Yes,Yes,,No,1
18746,,,,,,Yes,1
18747,Yes,No,,Yes,Yes,No,2
18748,,,Yes,Yes,,No,1
18749,Yes,Yes,Yes,Yes,Yes,No,2
18750,,,,,,No,0
18751,,,,,,No,0
18752,Yes,Yes,No,Yes,Yes,Yes,3
18753,Yes,Yes,No,Yes,Yes,Yes,3
18754,Yes,Yes,Yes,Yes,,No,1
18755,,,,,,No,0
18756,Yes,Yes,No,Yes,Yes,Yes,3
18757,,,Yes,Yes,,No,1
18758,Yes,Yes,No,Yes,Yes,Yes,3
18759,Yes,No,No,Yes,Yes,Yes,3
18760,Yes,No,No,Yes,Yes,Yes,3
18761,Yes,Yes,Yes,Yes,Yes,Yes,3
18762,No,No,No,No,Yes,Yes,2
18763,Yes,Yes,Yes,Yes,Yes,Yes,3
18764,Yes,Yes,Yes,Yes,Yes,Yes,3
18765,Yes,Yes,Yes,Yes,Yes,Yes,3
18766,No,No,No,No,Yes,Yes,2
18767,Yes,Yes,No,Yes,Yes,Yes,3
18768,Yes,Yes,No,Yes,Yes,Yes,3
18769,Yes,No,No,Yes,Yes,Yes,3
18770,Yes,No,No,Yes,Yes,Yes,3
18771,Yes,No,No,Yes,Yes,Yes,3
18772,Yes,Yes,No,Yes,Yes,Yes,3
18773,Yes,No,No,Yes,Yes,Yes,3
18774,Yes,No,No,Yes,Yes,Yes,3
18775,No,No,Yes,Yes,Yes,Yes,3
18776,Yes,Yes,No,Yes,Yes,Yes,3
18777,Yes,No,No,Yes,Yes,Yes,3
18778,Yes,No,Yes,Yes,Yes,Yes,3
18779,Yes,No,Yes,Yes,Yes,Yes,3
18780,Yes,Yes,No,Yes,Yes,Yes,3
18781,No,No,Yes,Yes,Yes,Yes,3
18782,No,No,No,No,Yes,Yes,2
18783,Yes,No,No,Yes,Yes,Yes,3
18784,Yes,No,No,Yes,Yes,Yes,3
18785,Yes,Yes,No,Yes,Yes,Yes,3
18786,Yes,Yes,No,Yes,Yes,Yes,3
18787,No,No,No,No,Yes,Yes,2
18788,Yes,Yes,No,Yes,Yes,Yes,3
18789,Yes,No,Yes,Yes,Yes,Yes,3
18790,Yes,No,No,Yes,Yes,Yes,3
18791,No,No,No,No,Yes,Yes,2
18792,Yes,No,No,Yes,Yes,Yes,3
18793,No,No,No,No,Yes,Yes,2
18794,Yes,Yes,No,Yes,Yes,Yes,3
18795,Yes,No,No,Yes,Yes,Yes,3
18796,No,No,No,No,Yes,Yes,2
18797,Yes,No,No,Yes,Yes,Yes,3
18798,Yes,Yes,No,Yes,Yes,Yes,3
18799,No,No,No,No,Yes,Yes,2
18800,No,No,No,No,Yes,Yes,2
18801,Yes,Yes,No,Yes,Yes,Yes,3
18802,No,No,No,No,Yes,Yes,2
18803,No,No,Yes,Yes,Yes,Yes,3
18804,No,No,Yes,Yes,Yes,Yes,3
18805,Yes,No,No,Yes,Yes,Yes,3
18806,Yes,No,No,Yes,Yes,Yes,3
18807,Yes,Yes,No,Yes,Yes,Yes,3
18808,Yes,No,No,Yes,Yes,Yes,3
18809,Yes,Yes,No,Yes,Yes,Yes,3
18810,Yes,No,Yes,Yes,Yes,Yes,3
18811,Yes,No,No,Yes,Yes,Yes,3
18812,Yes,No,Yes,Yes,Yes,Yes,3
18813,No,No,No,No,Yes,Yes,2
18814,No,No,No,No,Yes,Yes,2
18815,Yes,Yes,No,Yes,Yes,Yes,3
18816,Yes,Yes,Yes,Yes,Yes,Yes,3
18817,Yes,No,Yes,Yes,Yes,Yes,3
18818,Yes,Yes,No,Yes,Yes,Yes,3
18819,Yes,Yes,No,Yes,Yes,Yes,3
18820,Yes,No,No,Yes,Yes,Yes,3
18821,Yes,Yes,No,Yes,Yes,Yes,3
18822,Yes,Yes,No,Yes,Yes,Yes,3
18823,No,No,Yes,Yes,Yes,Yes,3
18824,No,No,No,No,Yes,Yes,2
