clientid,quarter,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
18109309,2018 Q2,1,1,1,3
18109541,2018 Q4,1,1,1,3
18109542,2018 Q4,1,0,0,1
1810965,2016 Q2,1,0,1,2
18109674,2018 Q2,1,1,1,3
18109981,2018 Q3,1,0,1,2
18109991,2018 Q4,1,0,1,2
18110017,2018 Q3,1,1,1,3
18110218,2018 Q2,0,1,0,1
18110509,2018 Q4,1,1,1,3
18110589,2018 Q3,1,1,1,3
18110627,2018 Q4,1,1,1,3
18110765,2018 Q3,1,0,1,2
18110786,2018 Q4,1,1,1,3
18110788,2018 Q4,1,0,1,2
18110947,2018 Q4,1,1,0,2
18111055,2018 Q4,1,1,0,2
18111081,2018 Q4,1,1,1,3
18111096,2018 Q4,1,1,1,3
18111104,2018 Q3,1,0,1,2
18111185,2018 Q3,1,0,1,2
18111187,2018 Q3,1,1,1,3
18111260,2018 Q4,1,1,1,3
18111299,2018 Q2,1,1,1,3
18111321,2018 Q3,1,0,1,2
18111508,2018 Q3,1,0,1,2
18111547,2018 Q4,1,1,1,3
18111629,2018 Q4,1,1,1,3
18111731,2018 Q4,1,0,1,2
18111741,2018 Q4,1,1,1,3
18111769,2018 Q4,1,1,1,3
18111780,2018 Q4,1,0,1,2
18111980,2018 Q4,1,1,1,3
18111993,2018 Q4,1,1,1,3
18112139,2018 Q4,1,0,1,2
1811226,2016 Q1,1,0,1,2
18112391,2018 Q4,1,1,1,3
18112502,2018 Q4,1,1,1,3
18112505,2018 Q4,1,1,1,3
18112570,2018 Q4,1,1,1,3
18112666,2018 Q4,1,1,1,3
18112896,2018 Q4,1,1,1,3
18113063,2018 Q4,0,1,1,2
18113224,2018 Q4,1,0,1,2
18113283,2018 Q4,1,0,1,2
18113294,2018 Q4,1,0,1,2
18113303,2018 Q4,1,1,1,3
18113308,2018 Q4,1,1,1,3
18113310,2018 Q4,1,1,1,3
18113422,2018 Q4,1,0,1,2
18113427,2018 Q4,1,0,1,2
18113560,2018 Q4,1,1,1,3
18113678,2018 Q4,1,1,0,2
18113876,2018 Q4,1,1,1,3
1811398,2016 Q1,1,1,1,3
18113999,2018 Q4,1,1,1,3
18114061,2018 Q4,1,0,1,2
1811412,2016 Q1,1,1,1,3
18114153,2018 Q4,1,1,1,3
18114196,2018 Q4,1,0,1,2
18114205,2018 Q4,1,1,1,3
1811424,2016 Q1,1,1,1,3
18114270,2018 Q4,1,0,1,2
1811430,2016 Q1,1,0,1,2
18114359,2018 Q4,1,0,1,2
18114440,2018 Q4,1,1,1,3
18114523,2018 Q4,1,0,1,2
18114558,2018 Q4,1,1,1,3
18114793,2018 Q4,1,0,1,2
18114852,2018 Q4,1,1,1,3
18114873,2018 Q4,1,1,1,3
18114875,2018 Q4,1,0,1,2
18114958,2018 Q4,1,1,1,3
18114982,2018 Q4,1,1,1,3
181150,2018 Q4,1,1,1,3
18115020,2018 Q4,1,0,1,2
18115021,2018 Q4,1,1,1,3
18115057,2018 Q4,1,0,0,1
18115088,2018 Q4,0,1,0,1
18115104,2018 Q4,1,1,1,3
18115110,2018 Q4,1,1,1,3
18115164,2018 Q4,1,1,1,3
18115169,2018 Q4,1,0,1,2
18115205,2018 Q4,1,1,1,3
18115257,2018 Q4,1,0,1,2
18115282,2018 Q4,1,0,1,2
18115289,2018 Q4,1,1,1,3
18115332,2018 Q4,1,1,1,3
18115388,2018 Q4,0,1,1,2
18115547,2018 Q3,1,1,1,3
18115612,2018 Q4,1,1,1,3
18115774,2018 Q4,1,0,1,2
18115825,2018 Q4,1,1,1,3
18115862,2018 Q4,1,1,1,3
18116171,2018 Q4,1,1,1,3
18116214,2018 Q4,1,0,1,2
18116299,2018 Q4,1,0,1,2
18116300,2018 Q4,1,1,1,3
18116301,2018 Q4,1,1,1,3
18116302,2018 Q4,0,1,1,2
18116452,2018 Q4,1,1,1,3
18116492,2018 Q1,1,1,1,3
18116651,2018 Q4,1,0,1,2
18116720,2018 Q4,1,0,1,2
18116814,2018 Q4,1,1,1,3
18116891,2018 Q4,1,1,1,3
18116924,2018 Q4,1,0,1,2
18116933,2018 Q4,1,0,1,2
18116935,2018 Q4,1,1,0,2
18116966,2018 Q4,1,0,0,1
18116983,2018 Q4,1,0,0,1
18117038,2018 Q4,1,0,1,2
18117513,2018 Q4,1,1,1,3
18117596,2018 Q4,1,1,1,3
18117602,2018 Q4,1,1,1,3
18117632,2018 Q4,1,1,1,3
18117887,2018 Q4,1,1,1,3
1811789,2017 Q2,1,1,1,3
18118025,2018 Q4,1,0,1,2
18118034,2018 Q4,0,1,1,2
18118158,2018 Q4,1,0,1,2
18118242,2018 Q4,1,0,1,2
18118263,2018 Q4,1,1,1,3
18118324,2018 Q4,1,1,1,3
18118498,2018 Q4,1,0,0,1
18118619,2018 Q4,1,0,1,2
18118633,2018 Q4,1,1,1,3
18118763,2018 Q4,1,0,1,2
18118769,2018 Q4,1,0,1,2
18118771,2018 Q4,1,1,1,3
18118935,2018 Q4,1,0,1,2
18119097,2018 Q4,1,1,1,3
1811937,2016 Q1,1,1,1,3
18119385,2018 Q4,1,0,1,2
18119395,2018 Q4,1,1,1,3
18119490,2018 Q4,1,1,1,3
18119626,2018 Q4,1,1,1,3
18119707,2018 Q4,1,0,0,1
18119709,2018 Q4,1,1,1,3
18119740,2018 Q4,1,1,1,3
18119902,2018 Q4,0,1,0,1
18119931,2018 Q4,1,1,1,3
18119935,2018 Q4,1,1,0,2
18119943,2018 Q4,1,0,0,1
18120224,2018 Q4,1,1,1,3
18120272,2018 Q4,1,0,0,1
18120296,2018 Q4,1,1,1,3
18120455,2018 Q4,1,1,1,3
1812047,2016 Q1,1,0,1,2
18120549,2018 Q4,1,0,0,1
18120583,2018 Q4,1,0,0,1
18120655,2018 Q4,1,0,0,1
18120738,2018 Q4,1,0,1,2
18120810,2018 Q4,1,1,0,2
18121212,2018 Q4,1,0,0,1
18121239,2018 Q4,1,1,0,2
1812139,2016 Q1,1,1,1,3
18121757,2018 Q4,1,0,0,1
18122015,2018 Q4,1,1,0,2
18122063,2018 Q4,1,1,0,2
18122075,2018 Q4,1,1,0,2
1812347,2016 Q1,1,1,1,3
1812357,2017 Q3,1,1,1,3
1812374,2016 Q1,1,1,1,3
1812383,2016 Q1,1,1,1,3
1812720,2016 Q1,1,1,1,3
1812998,2016 Q1,1,1,1,3
1813050,2016 Q1,1,0,1,2
1813213,2016 Q1,1,1,1,3
1813259,2016 Q1,1,0,1,2
1813497,2016 Q1,1,0,1,2
1813562,2016 Q1,1,0,1,2
1813744,2016 Q1,1,1,1,3
1813932,2016 Q1,1,0,1,2
1814609,2016 Q1,1,1,1,3
1814642,2016 Q1,1,0,1,2
1814818,2017 Q3,1,1,1,3
1815235,2018 Q4,1,1,1,3
1815268,2016 Q1,1,0,1,2
1815472,2016 Q1,1,0,1,2
1815540,2016 Q4,1,1,1,3
1815572,2018 Q2,1,0,1,2
1815659,2016 Q1,1,0,1,2
1815662,2016 Q1,1,1,1,3
1815700,2017 Q2,1,1,1,3
1815811,2016 Q1,1,1,1,3
18159,2016 Q1,1,1,1,3
1816039,2018 Q4,1,1,1,3
1816206,2016 Q1,1,1,1,3
1816349,2016 Q1,1,1,1,3
1816353,2017 Q2,1,0,1,2
1816406,2016 Q1,1,0,1,2
1816494,2016 Q2,1,1,1,3
181652,2016 Q2,1,1,1,3
181656,2016 Q1,1,0,1,2
1816721,2016 Q1,1,1,1,3
181684,2016 Q1,1,0,1,2
1816851,2016 Q1,1,0,1,2
1816964,2016 Q1,1,1,1,3
1817021,2016 Q1,1,0,1,2
1817032,2017 Q3,1,0,1,2
1817077,2016 Q1,1,1,1,3
1817163,2016 Q2,1,1,1,3
1817249,2017 Q2,1,1,0,2
1817317,2016 Q2,1,1,1,3
1817569,2016 Q1,1,1,1,3
1817626,2016 Q1,1,1,1,3
1817697,2016 Q1,1,1,1,3
1817698,2016 Q4,1,0,1,2
1817712,2016 Q1,1,1,1,3
1818053,2016 Q1,1,1,1,3
1818152,2016 Q1,1,1,1,3
1818426,2016 Q1,1,1,1,3
1818494,2016 Q1,1,0,1,2
1818675,2016 Q1,1,1,1,3
1818742,2016 Q1,1,1,1,3
1818774,2016 Q3,1,1,1,3
1818807,2016 Q1,1,1,1,3
1819101,2016 Q1,1,1,1,3
1819193,2017 Q3,1,1,1,3
1819269,2016 Q1,1,1,1,3
1819341,2016 Q1,1,1,1,3
1819773,2016 Q2,1,1,1,3
1819792,2016 Q2,1,1,1,3
1819957,2016 Q1,1,1,1,3
1820011,2016 Q1,1,1,1,3
1820102,2016 Q1,1,1,1,3
1820165,2016 Q1,1,0,1,2
1820178,2016 Q2,1,1,1,3
1820312,2016 Q1,1,0,1,2
1820411,2016 Q1,1,0,1,2
1820428,2016 Q2,1,1,1,3
1820687,2016 Q1,1,1,1,3
1820955,2016 Q1,1,1,1,3
1820969,2016 Q1,1,1,1,3
1821135,2016 Q1,1,0,1,2
1821174,2017 Q1,1,1,1,3
1821198,2016 Q1,1,0,1,2
1821380,2017 Q1,1,1,1,3
1821429,2016 Q1,1,0,1,2
1821771,2016 Q4,1,0,1,2
1821799,2016 Q1,1,1,1,3
1821820,2017 Q3,1,1,1,3
1822058,2016 Q1,1,1,1,3
1822079,2016 Q1,1,0,1,2
1822113,2016 Q3,1,1,1,3
1822125,2016 Q1,1,0,1,2
1822127,2016 Q1,1,1,1,3
1822209,2017 Q2,1,0,1,2
1822231,2016 Q1,1,1,1,3
1822247,2016 Q1,1,1,1,3
1822284,2018 Q2,1,0,1,2
1822289,2016 Q1,1,1,1,3
1822466,2016 Q1,1,1,1,3
1822557,2016 Q1,1,1,1,3
182258,2017 Q2,1,1,1,3
1822823,2017 Q2,1,1,1,3
1822922,2016 Q1,1,1,1,3
1823014,2016 Q1,1,1,1,3
1823121,2016 Q3,1,1,1,3
1823239,2016 Q1,1,1,1,3
1823541,2016 Q1,1,1,1,3
1823570,2016 Q1,1,1,1,3
1823596,2017 Q2,1,1,1,3
1823911,2016 Q1,1,0,1,2
1824042,2016 Q1,1,0,1,2
1824071,2016 Q2,1,1,1,3
1824337,2016 Q1,1,0,1,2
1824391,2016 Q1,1,1,1,3
1824544,2018 Q2,1,0,1,2
1824558,2016 Q1,1,0,1,2
1824626,2016 Q1,1,1,1,3
1824768,2016 Q1,1,1,1,3
1824770,2016 Q1,1,1,1,3
1824842,2017 Q2,1,0,1,2
1824852,2016 Q1,1,1,1,3
1824919,2016 Q1,1,0,1,2
1824943,2016 Q1,1,0,1,2
1824955,2016 Q1,1,0,1,2
1824989,2016 Q1,1,1,1,3
1825086,2016 Q1,1,1,1,3
1825165,2016 Q1,1,1,1,3
1825185,2016 Q1,1,1,1,3
1825194,2016 Q1,1,1,1,3
1825317,2016 Q1,1,1,1,3
1825381,2017 Q2,1,1,1,3
1825565,2016 Q3,1,0,1,2
182560,2017 Q4,1,1,1,3
1825718,2016 Q1,1,1,1,3
1825972,2016 Q1,1,1,1,3
1826150,2016 Q1,1,1,1,3
1826325,2017 Q2,1,1,1,3
1826349,2016 Q1,1,1,1,3
1826399,2016 Q1,1,1,1,3
1826532,2016 Q1,1,0,1,2
1826539,2016 Q1,1,0,1,2
1826627,2016 Q1,1,1,1,3
1826660,2016 Q1,1,1,1,3
1826665,2016 Q1,1,0,1,2
1826783,2016 Q1,1,1,1,3
1826811,2016 Q1,1,0,1,2
1826835,2016 Q3,1,0,1,2
1826864,2016 Q1,1,1,1,3
1826943,2017 Q2,1,0,1,2
1826968,2016 Q3,1,1,1,3
1827005,2016 Q1,1,1,1,3
1827142,2016 Q1,1,1,1,3
1827222,2016 Q2,1,1,1,3
1827286,2016 Q1,1,1,1,3
1827301,2016 Q1,1,0,1,2
1827308,2016 Q1,1,1,1,3
1827380,2016 Q1,1,1,1,3
1827514,2016 Q1,1,1,1,3
1827526,2016 Q1,1,1,1,3
1827529,2016 Q1,1,1,1,3
1827530,2016 Q4,1,0,1,2
1827713,2016 Q1,1,1,1,3
1827748,2016 Q2,1,0,1,2
1827826,2017 Q2,0,1,0,1
1827915,2016 Q1,1,1,1,3
1827920,2016 Q3,1,1,1,3
1827989,2016 Q1,1,1,1,3
1828042,2016 Q1,1,1,1,3
1828104,2016 Q1,1,1,1,3
1828162,2017 Q2,1,1,0,2
1828166,2018 Q4,1,1,1,3
1828175,2016 Q1,1,1,1,3
1828196,2016 Q3,1,1,1,3
1828227,2016 Q4,1,1,1,3
1828309,2016 Q1,1,0,1,2
1828446,2016 Q1,1,1,1,3
1828498,2016 Q1,1,1,1,3
1828626,2016 Q1,1,1,1,3
1828629,2016 Q1,1,1,1,3
1828663,2016 Q1,1,0,1,2
182870,2016 Q1,1,0,1,2
1828777,2016 Q1,1,1,1,3
1828816,2016 Q1,1,1,1,3
1828842,2016 Q1,1,1,1,3
1828877,2016 Q1,1,1,1,3
1828906,2016 Q1,1,1,1,3
1828925,2017 Q2,1,1,1,3
1829092,2016 Q1,1,1,1,3
1829096,2016 Q1,1,1,1,3
1829101,2016 Q1,1,0,1,2
1829134,2018 Q4,1,1,1,3
1829152,2016 Q1,1,1,1,3
1829223,2016 Q1,1,0,1,2
182924,2016 Q1,1,1,1,3
1829246,2016 Q1,1,1,1,3
1829266,2016 Q1,1,1,1,3
1829352,2016 Q3,1,1,1,3
1829357,2016 Q4,1,1,1,3
1829375,2016 Q1,1,1,1,3
1829381,2016 Q1,1,1,1,3
1829397,2017 Q2,1,0,1,2
1829431,2016 Q1,1,1,1,3
1829465,2017 Q2,1,1,1,3
1829472,2016 Q3,1,1,1,3
182953,2016 Q2,1,0,0,1
1829548,2016 Q1,1,1,1,3
1829555,2017 Q4,1,1,1,3
1829577,2016 Q1,1,1,1,3
1829583,2016 Q1,1,1,1,3
1829586,2017 Q2,1,1,1,3
1829601,2017 Q2,1,1,1,3
1829629,2016 Q1,1,1,1,3
1829630,2016 Q1,1,1,1,3
1829631,2016 Q4,1,1,1,3
1829706,2017 Q2,1,0,1,2
1829761,2016 Q3,1,1,1,3
1829766,2017 Q1,1,1,1,3
1829783,2016 Q1,1,0,1,2
1829798,2016 Q1,1,1,1,3
1829831,2016 Q1,1,1,1,3
1829950,2016 Q1,1,1,1,3
1829964,2016 Q1,1,0,1,2
1829990,2016 Q2,1,1,1,3
1829994,2016 Q1,1,1,1,3
1830015,2016 Q1,1,1,1,3
1830038,2016 Q1,1,1,1,3
1830049,2016 Q1,1,0,1,2
1830066,2016 Q2,1,1,1,3
1830067,2016 Q1,1,1,1,3
1830068,2016 Q1,1,1,1,3
1830069,2016 Q1,1,1,1,3
1830075,2016 Q1,1,1,1,3
1830083,2016 Q1,1,0,1,2
1830084,2016 Q1,1,1,1,3
1830100,2016 Q1,1,1,1,3
1830106,2016 Q1,1,0,1,2
1830117,2016 Q1,1,1,1,3
1830122,2016 Q1,1,1,1,3
1830129,2016 Q1,1,1,1,3
1830130,2016 Q1,1,1,1,3
1830135,2016 Q1,1,1,1,3
1830137,2016 Q1,1,1,1,3
1830138,2016 Q1,1,1,1,3
1830141,2016 Q1,1,1,1,3
1830149,2016 Q1,1,1,1,3
1830152,2016 Q1,1,1,1,3
1830153,2016 Q1,1,1,1,3
1830166,2016 Q1,1,1,1,3
1830167,2016 Q1,1,0,1,2
1830171,2016 Q1,1,1,1,3
1830197,2016 Q3,1,1,1,3
1830214,2016 Q2,1,0,1,2
1830217,2017 Q2,1,0,1,2
1830218,2016 Q1,1,1,1,3
1830226,2016 Q2,1,1,1,3
1830288,2016 Q1,1,1,1,3
1830291,2016 Q1,1,1,1,3
1830305,2016 Q1,1,0,1,2
1830317,2016 Q1,1,1,1,3
1830319,2016 Q1,1,1,1,3
1830348,2016 Q2,1,1,1,3
1830392a,2016 Q1,1,1,1,3
1830392b,2016 Q1,1,1,1,3
1830397,2016 Q1,1,1,1,3
1830398,2016 Q1,1,1,1,3
1830472,2016 Q1,1,1,1,3
1830523,2016 Q1,1,1,1,3
1830526,2016 Q1,1,1,1,3
1830535,2016 Q1,1,0,1,2
1830536,2016 Q1,1,1,1,3
1830538,2016 Q1,1,1,1,3
1830552,2016 Q1,1,1,1,3
1830554,2016 Q1,1,1,1,3
1830560,2016 Q1,1,0,1,2
1830567,2016 Q1,1,1,1,3
1830569,2016 Q1,1,1,1,3
1830578,2016 Q1,1,0,1,2
1830589,2016 Q3,1,1,1,3
1830590,2016 Q1,1,0,1,2
1830592,2016 Q1,1,0,1,2
1830600,2016 Q1,1,0,1,2
1830607,2016 Q1,1,0,1,2
1830611,2016 Q1,1,1,1,3
1830617,2016 Q1,1,1,1,3
1830621,2016 Q1,1,0,1,2
1830623,2018 Q2,1,1,1,3
1830643,2016 Q1,1,1,1,3
1830647,2016 Q2,1,1,1,3
1830652,2016 Q1,1,1,1,3
1830659,2016 Q1,1,0,1,2
1830672,2017 Q2,1,1,1,3
1830673,2016 Q1,1,1,1,3
1830677,2016 Q1,1,1,1,3
1830679,2016 Q1,1,0,1,2
1830683,2016 Q1,1,1,1,3
1830693,2016 Q1,1,0,1,2
1830695,2016 Q2,1,1,1,3
1830706,2016 Q1,1,1,1,3
1830712,2016 Q2,1,1,1,3
1830716,2016 Q1,1,0,1,2
1830727,2016 Q4,1,1,1,3
1830730,2016 Q1,1,1,1,3
1830731,2016 Q1,1,0,1,2
1830742,2016 Q1,1,1,1,3
1830743,2017 Q4,1,1,1,3
1830748,2016 Q1,1,1,1,3
1830749,2016 Q1,1,1,1,3
1830762,2016 Q1,1,1,1,3
1830766,2016 Q1,1,0,1,2
1830770,2016 Q1,1,1,1,3
1830773,2016 Q1,1,1,1,3
1830774,2016 Q1,1,1,1,3
1830783,2016 Q1,1,0,1,2
1830786,2016 Q1,1,1,1,3
1830798,2016 Q1,1,0,1,2
1830819,2016 Q1,1,1,1,3
1830824,2016 Q1,1,1,1,3
1830826,2016 Q1,1,0,1,2
1830838,2017 Q2,1,1,1,3
1830844,2016 Q1,1,0,1,2
1830847,2016 Q3,1,1,1,3
1830849,2018 Q1,1,1,1,3
1830903,2016 Q1,1,1,1,3
1830929,2016 Q1,1,0,1,2
1830940,2016 Q1,1,0,1,2
1830960,2016 Q1,1,1,1,3
1830965,2016 Q1,1,1,1,3
1830971,2016 Q2,1,1,1,3
1830999,2017 Q1,1,1,1,3
1831001,2016 Q1,1,1,1,3
1831002,2016 Q1,1,1,1,3
1831005,2016 Q1,1,1,1,3
1831006,2016 Q2,1,1,1,3
1831007,2016 Q1,1,1,1,3
1831013,2016 Q1,1,1,1,3
1831020,2016 Q1,1,1,1,3
1831086,2016 Q1,1,1,1,3
1831091,2016 Q1,1,1,1,3
1831092,2016 Q1,1,1,1,3
1831095,2016 Q1,1,1,1,3
1831120,2016 Q1,1,1,1,3
1831131,2016 Q1,1,1,1,3
183115,2016 Q1,1,1,1,3
1831165,2018 Q4,1,0,1,2
1831182,2016 Q1,1,1,1,3
1831206,2016 Q1,1,1,1,3
1831233,2016 Q1,1,1,1,3
1831241,2016 Q1,1,1,1,3
1831249,2016 Q1,1,1,1,3
1831257,2016 Q1,1,0,1,2
1831261,2016 Q1,1,1,1,3
1831273,2016 Q1,1,1,1,3
1831276,2016 Q1,1,1,1,3
1831302,2016 Q1,1,1,1,3
1831340,2016 Q1,1,0,1,2
1831366,2016 Q1,1,1,1,3
1831379,2016 Q1,1,1,1,3
1831395,2016 Q1,1,1,1,3
1831407,2016 Q1,1,1,1,3
1831412,2016 Q2,1,1,1,3
1831420,2016 Q1,1,1,1,3
1831425,2016 Q1,1,1,1,3
1831428,2016 Q1,1,0,1,2
1831466,2016 Q1,1,1,1,3
1831475,2016 Q4,1,0,1,2
1831477,2016 Q2,1,1,1,3
1831480,2016 Q1,1,0,1,2
1831483,2016 Q2,1,1,1,3
1831495,2016 Q1,1,1,1,3
1831509,2016 Q1,1,1,1,3
1831511,2016 Q1,1,0,1,2
1831519,2016 Q3,1,0,1,2
1831526,2016 Q1,1,1,1,3
1831530,2016 Q4,1,1,1,3
1831535,2016 Q1,1,1,1,3
1831546,2016 Q1,1,1,1,3
1831555,2016 Q1,1,1,1,3
1831559,2016 Q1,1,1,1,3
1831576,2016 Q1,1,1,1,3
1831589,2016 Q1,1,1,1,3
1831613,2016 Q2,1,0,1,2
1831630,2016 Q1,1,1,1,3
1831632,2016 Q1,1,0,1,2
1831639,2016 Q1,1,0,1,2
1831641,2016 Q1,1,1,1,3
1831644,2017 Q4,1,1,1,3
1831647,2016 Q1,1,0,1,2
1831654,2016 Q1,1,1,1,3
1831655,2016 Q1,1,0,1,2
1831658,2016 Q1,1,1,1,3
1831660,2016 Q1,1,1,1,3
1831661,2016 Q1,1,1,1,3
1831662,2016 Q1,1,0,1,2
1831664,2016 Q1,1,1,1,3
1831666,2016 Q1,1,1,1,3
1831668,2016 Q1,1,1,1,3
1831670,2016 Q1,1,0,1,2
1831674,2016 Q2,1,1,1,3
1831677,2016 Q1,1,1,1,3
1831678,2016 Q2,1,1,1,3
1831684,2016 Q1,1,0,1,2
1831687,2016 Q1,1,1,1,3
1831691,2016 Q1,1,0,1,2
1831697,2016 Q1,1,1,1,3
1831721,2016 Q2,1,1,1,3
1831741,2016 Q4,1,0,1,2
1831746,2016 Q1,1,1,1,3
1831748,2016 Q1,1,1,1,3
1831749,2016 Q1,1,1,1,3
1831750,2016 Q1,1,1,1,3
1831792,2016 Q1,1,0,1,2
1831797,2016 Q1,1,1,1,3
1831804,2016 Q1,1,1,1,3
1831807,2016 Q2,1,1,0,2
1831814,2016 Q1,1,1,1,3
1831834,2016 Q1,1,1,1,3
1831838,2016 Q4,1,1,1,3
1831875,2016 Q1,1,0,1,2
1831906,2017 Q2,1,1,0,2
1831911,2017 Q1,1,1,1,3
1831912,2016 Q1,1,1,1,3
1831916,2016 Q2,1,1,1,3
1831920,2016 Q1,1,1,1,3
1831923,2016 Q1,1,1,1,3
1831932,2016 Q1,1,1,1,3
1831935,2016 Q1,1,1,1,3
1831938,2016 Q1,1,0,1,2
1831940,2016 Q2,1,1,1,3
1831949,2016 Q1,1,0,1,2
1831950,2016 Q2,1,0,1,2
1831954,2016 Q1,1,0,1,2
1831956,2016 Q1,1,1,1,3
1831959,2016 Q1,1,1,1,3
1831961,2016 Q1,1,1,1,3
1831963,2016 Q1,1,0,1,2
1831976,2016 Q1,1,0,1,2
1831993,2016 Q1,1,1,1,3
1832002,2016 Q1,1,1,1,3
1832015,2016 Q1,1,0,1,2
1832020,2016 Q1,1,1,1,3
1832043,2017 Q4,1,1,1,3
1832060,2016 Q1,1,1,1,3
1832067,2016 Q1,1,1,1,3
1832074,2016 Q1,1,1,1,3
1832078,2016 Q1,1,1,1,3
1832083,2016 Q1,1,1,1,3
1832086,2016 Q2,1,1,1,3
1832088,2016 Q2,1,1,1,3
1832089,2016 Q4,1,1,1,3
1832105,2016 Q1,1,0,1,2
1832107,2016 Q4,1,0,1,2
1832112,2016 Q1,1,0,1,2
1832116,2016 Q1,1,1,1,3
1832131,2016 Q1,1,0,1,2
1832132,2016 Q2,1,1,1,3
1832133,2016 Q1,1,1,1,3
1832137,2016 Q2,1,1,1,3
1832139,2016 Q1,1,0,1,2
1832147,2016 Q1,1,1,1,3
1832149,2016 Q1,1,0,1,2
1832154,2016 Q1,1,1,1,3
1832156,2016 Q2,1,1,1,3
1832158,2016 Q1,1,1,1,3
1832161,2016 Q1,1,0,1,2
1832169,2016 Q1,1,1,1,3
1832176,2016 Q1,1,1,1,3
1832179,2016 Q1,1,0,1,2
1832183,2016 Q2,1,1,1,3
1832184,2016 Q4,1,1,1,3
1832187,2016 Q1,1,1,1,3
1832194,2016 Q1,1,1,1,3
1832195,2016 Q1,1,1,1,3
1832205,2016 Q1,1,0,1,2
1832209,2016 Q3,1,1,1,3
1832211,2016 Q1,1,1,1,3
1832215,2016 Q2,1,1,1,3
1832235,2016 Q1,1,1,1,3
1832244,2016 Q1,1,1,1,3
1832268,2016 Q4,1,1,1,3
1832269,2016 Q1,1,1,1,3
1832271,2016 Q1,1,1,1,3
1832295,2016 Q1,1,1,1,3
1832324,2016 Q1,1,1,1,3
1832331,2016 Q1,1,1,1,3
1832350,2016 Q1,1,1,1,3
1832351,2016 Q2,1,1,1,3
1832374,2018 Q4,1,1,1,3
1832377,2016 Q1,1,1,1,3
1832381,2016 Q1,1,1,1,3
1832387,2016 Q3,1,1,1,3
1832398,2016 Q2,1,1,1,3
1832399,2016 Q2,1,1,1,3
1832400,2016 Q1,1,1,1,3
1832402,2016 Q1,1,1,1,3
1832403,2016 Q2,1,1,1,3
1832406,2016 Q1,1,1,1,3
1832407,2018 Q1,1,0,1,2
1832419,2016 Q1,1,1,1,3
1832435,2016 Q1,1,1,1,3
1832439,2016 Q2,1,1,1,3
1832441,2016 Q1,1,1,1,3
1832443,2016 Q1,1,1,1,3
1832450,2016 Q1,1,1,1,3
1832466,2016 Q1,1,1,1,3
1832479,2016 Q1,1,1,1,3
1832497,2016 Q2,1,1,1,3
1832501,2016 Q1,1,1,1,3
1832515,2016 Q1,1,1,1,3
1832518,2016 Q1,1,1,1,3
1832520,2016 Q1,1,1,1,3
1832530,2016 Q3,1,1,1,3
1832546,2016 Q1,1,1,1,3
1832550,2016 Q1,1,1,1,3
1832564,2016 Q1,1,1,1,3
1832570,2016 Q2,1,1,0,2
1832571,2016 Q1,1,1,1,3
1832579,2016 Q1,1,1,1,3
1832611,2016 Q1,1,1,1,3
1832629,2016 Q1,1,1,1,3
1832637,2016 Q4,1,1,1,3
1832642,2016 Q2,1,1,1,3
1832660,2016 Q1,1,1,1,3
1832671,2016 Q1,1,0,1,2
1832672,2016 Q1,1,1,1,3
1832675,2016 Q1,1,1,1,3
1832678,2016 Q1,1,1,1,3
1832680,2016 Q4,1,0,1,2
1832686,2017 Q4,1,1,1,3
1832688,2016 Q1,1,1,1,3
1832695,2016 Q1,1,1,1,3
1832698,2017 Q4,1,1,1,3
1832707,2016 Q1,1,1,1,3
1832713,2016 Q2,1,1,1,3
1832717,2016 Q1,1,1,1,3
1832725,2016 Q1,1,1,1,3
1832728,2016 Q1,1,1,1,3
1832745,2016 Q1,1,1,1,3
1832748,2016 Q1,1,1,1,3
1832752,2016 Q1,1,1,1,3
1832759,2016 Q2,1,1,1,3
1832790,2016 Q1,1,1,1,3
1832811,2016 Q1,1,1,1,3
1832837,2016 Q4,1,1,1,3
1832861,2016 Q3,1,1,1,3
1832869,2016 Q3,1,0,1,2
1832874,2017 Q2,1,1,1,3
1832937,2017 Q1,1,0,1,2
1832942,2016 Q4,1,0,1,2
183298,2016 Q1,1,1,1,3
1833006,2016 Q3,1,0,1,2
1833044,2017 Q2,1,1,1,3
1833062,2016 Q3,1,1,1,3
1833071,2016 Q2,0,1,0,1
1833073,2016 Q2,1,1,1,3
1833101,2017 Q2,1,1,1,3
1833132,2017 Q2,1,1,1,3
1833162,2017 Q1,1,0,1,2
1833175,2016 Q4,1,1,1,3
1833203,2016 Q4,0,1,1,2
1833218,2016 Q4,1,0,1,2
1833224,2016 Q3,1,1,1,3
1833225a,2016 Q3,1,1,1,3
1833230,2016 Q4,1,1,1,3
1833243,2016 Q2,1,1,1,3
1833250,2016 Q4,1,1,1,3
1833258,2017 Q2,1,1,1,3
1833296,2017 Q1,1,1,1,3
1833304,2016 Q2,1,0,1,2
1833307,2017 Q1,0,1,1,2
1833324,2017 Q3,1,1,1,3
1833325,2017 Q2,1,1,1,3
183333,2016 Q1,1,1,1,3
1833335,2017 Q3,1,0,1,2
1833339,2016 Q2,1,0,1,2
1833389,2018 Q4,1,1,1,3
1833396,2017 Q2,1,1,0,2
1833402,2017 Q3,1,0,1,2
1833461,2017 Q3,1,1,1,3
1833480,2016 Q4,1,0,1,2
1833505,2017 Q1,1,1,1,3
