Wages1,Hours1,Wages2,Hours2
12.5,40,,
11,40,,
10,20,,
9.53,35,,
12,40,,
12,40,,
11.75,40,,
39.35,36,,
12,40,,
10,28,,
15.63,15,,
13,40,,
28.04,40,,
16.66,50,,
0,0,,
18,40,,
18.4,40,,
15.27,40,,
12,40,,
0,0,,
0,0,,
12,30,,
8.5,20,,
0,0,,
15,40,,
12.07,40,,
12,38,,
0,0,,
0,0,,
10,35,,
10,30,,
7.25,25,,
46.87,40,,
10,40,,
9,40,,
16,40,,
15,40,,
10.5,25,,
19,20,,
7.25,28,,
11,36,,
31.25,40,,
16,40,,
45,40,,
15,40,,
28.65,40,,
17,40,,
18,40,,
9,20,,
13.05,40,,
15,40,,
15.16,40,,
23.33,50,,
15,30,,
14.5,40,,
11,54,,
17,60,,
17,60,,
18,30,,
14,40,,
0,0,,
11.5,40,,
17.5,40,,
18,16,,
11,20,,
11.5,40,,
0,0,,
13.82,40,,
10,14,,
12.5,40,,
13.25,21,,
12,40,,
0,0,,
12,40,,
15.5,40,,
36.05,40,,
9,25,,
10,40,,
0,0,,
8,20,,
14,40,,
0,0,,
9,25,,
12,37,,
26,40,,
15,40,,
11.2,29,,
15,40,,
0,0,,
15,39,,
15,38,,
15.8,38,,
9.5,22,,
14,5,,
0,0,,
7.5,25,,
0,0,,
11.5,40,,
11.5,40,,
0,0,,
15.87,40,,
19,40,,
24.04,40,,
32,40,,
12.66,40,,
30,40,,
17.5,40,,
12,40,,
18,40,,
18.75,40,,
23.08,40,,
0,0,,
12.5,25,,
0,0,,
0,0,,
0,0,,
14,60,,
0,0,,
16.01,40,,
12,40,,
8.75,40,,
36.5,40,,
0,0,,
13,40,,
0,0,,
12,40,,
0,40,,
13,40,,
0,0,,
0,0,,
0,0,,
12,25,,
15,40,,
14,40,,
0,0,,
0,0,,
11.5,20,,
18.85,40,,
16,25,,
10.25,16,,
12.5,40,,
0,0,,
9.95,40,,
12.75,25,,
17,40,,
12.5,40,,
0,32,,
0,0,,
0,0,,
13,40,,
0,0,,
10,40,,
0,0,,
12,25,,
0,0,,
9.5,40,,
0,0,,
36.45,40,,
10,20,,
10,26,,
17,40,,
0,0,,
10,40,,
32.81,60,,
15,39,,
17,40,,
12.5,10,,
12,40,,
0,0,,
8,24,,
0,0,,
10,30,,
0,0,,
0,0,,
0,0,,
13.25,20,,
0,0,,
0,0,,
19,40,,
11,40,,
0,0,,
10,40,,
16.35,40,,
12,40,,
18,40,,
0,0,,
0,0,,
0,0,,
14.5,40,,
13.2,20,,
18,40,,
0,0,,
8,36,,
15,10,,
11.28,24,,
0,0,,
12,40,,
10,40,,
11.88,20,,
13.5,40,,
0,0,,
,,,
16,25,,
0,0,,
9,25,,
17.3,40,,
12.62,35,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
18.5,100,,
0,0,,
0,0,,
15,39,,
8.5,27,,
15,45,,
20,25,,
0,0,,
9.5,20,,
0,0,,
0,0,,
8,30,,
16,40,,
0,0,,
16,40,,
8,24,,
0,0,,
13,40,,
12,40,,
12.5,25,,
13,40,,
13,40,,
10,20,,
21.35,40,,
0,0,,
0,0,,
0,0,,
12,40,,
0,0,,
13,30,,
15,40,,
15,38,,
0,0,,
0,0,,
16.48,40,,
41.7,40,,
0,0,,
15.38,40,,
0,0,,
25,40,,
21,40,,
22.28,39,,
0,0,,
7.5,27,,
0,0,,
20,40,,
21.62,39,,
23,60,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
14.5,60,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
11,20,,
0,0,,
11.5,20,,
0,0,,
0,0,,
0,0,,
13,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
16.25,35,,
0,0,,
0,0,,
0,0,,
0,0,,
10,50,,
0,0,,
15.63,40,,
18,40,,
0,0,,
0,0,,
0,0,,
0,0,,
8,40,,
0,0,,
9.4,32,,
0,0,,
10.25,20,,
0,0,,
0,0,,
22,50,,
0,0,,
0,0,,
0,0,,
27,40,,
0,0,,
10,20,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
10,20,,
15.5,40,,
10.5,7,,
0,0,,
28.85,40,,
0,0,,
15,40,,
10,30,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
10,20,,
0,0,,
0,0,,
12,40,,
17,30,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
14,40,,
15,40,,
,,,
12,40,,
,,,
13.39,40,,
16,40,,
12.02,40,,
19.56,40,,
18.75,40,,
13,40,,
,,,
,,,
19.39,40,,
12.2,40,,
14,40,,
15.7,40,,
16,40,,
18.75,40,,
17.71,40,,
14.85,40,,
13.76,40,,
12,40,,
16.57,40,,
25,40,,
16.12,40,,
14.88,40,,
15,40,,
20.5,40,,
0,0,,
14.5,40,,
16,25,,
21.25,40,,
9,30,,
11.5,19,,
0,0,,
11.86,30,,
0,0,,
12.59,40,,
9,21,,
31.73,40,,
0,0,,
0,0,,
10,40,,
0,0,,
0,0,,
14,30,,
11.2,40,,
12,40,11,10
0,0,,
0,0,,
12,40,,
9.25,34,,
10,20,,
0,0,,
11.75,28,,
8,35,,
15,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
9.5,40,,
15.5,40,13.5,20
10,40,,
0,0,,
23.5,40,,
0,0,,
10,4,,
12.61,36,,
10,29,,
14.15,40,,
7.4,20,,
9,22.5,9,12
17,40,,
20,40,,
0,0,,
22.12,40,,
16,40,,
13.5,40,,
9.5,40,,
10.55,40,,
0,0,,
6,25,,
8,21,10,40
0,0,,
10,40,,
17,40,7.5,6
12,40,,
12.5,20,,
0,0,,
10,40,,
10.1,30,,
15.25,40,2.15,20
0,0,,
30,40,,
0,0,,
13,40,,
16,40,,
0,0,,
9.3,40,,
16.7,40,,
0,0,,
9,40,,
14,40,,
19,40,,
10.75,40,,
0,0,,
18.23,40,,
11,19,,
10.71,35,,
7.5,40,,
2.1,30,,
10,15,,
28.5,40,,
15,40,,
22.5,40,,
0,0,,
11,20,,
17,40,,
19.25,40,,
8.5,40,,
0,0,,
15,35,,
0,0,,
0,0,,
10,18,13,10
0,0,,
0,0,,
12.5,40,,
11.54,12,,
11.54,2,,
16,24,,
13.88,9,,
8,40,,
0,0,,
13.5,40,,
,,,
11.78,40,,
11.25,40,,
7,30,0,0
9,40,,
10,40,0,0
9.5,40,0,0
0,0,0,0
8.5,40,0,0
11.25,32,0,0
0,0,0,0
11,35,0,0
11,40,0,0
12,40,,
0,0,0,0
11.33,40,,
15,40,,
10,40,0,0
9.5,40,0,0
10,40,0,0
10,40,0,0
0,0,,
10,40,,
12.5,40,0,0
9.5,40,,
9,40,0,0
25,40,,
12,25,,
9.6,40,0,0
9.6,40,0,0
12,20,0,0
12,20,,
10,40,0,0
8.8,20,,
0,0,0,0
,,,
9.05,20,,
,,,
12,40,,
8,30,,
9,17,,
,,,
16,40,,
8,20,,
,,,
9,40,,
,,,
11.2,20,,
,,,
12.5,15,,
11.75,25,,
,,,
,,,
20,4,,
10.25,40,,
8.9,40,,
11,40,,
,,,
11.38,40,,
26,40,,
,,,
13.36,25,,
,,,
10,35,,
10,30,,
10,40,11,25
,,,
8,40,,
,,,
,,,
25,40,,
11.5,32,,
11,25,,
14.63,40,,
,,,
15,32,10,8
,,,
7.25,4.5,8.58,40
12.5,15,,
,,,
,,,
,,,
,,,
,,,
23,40,,
12,40,,
,,,
20,40,,
9.75,5,,
,,,
17.79,40,,
,,,
11,40,,
11,40,,
,,,
7.25,15,8.5,20
,,,
,,,
,,,
,,,
13.5,40,,
,,,
16,40,,
15,35,,
8,20,,
10,40,,
9,20,16,36
9.5,30,,
,,,
,,,
8.5,38,,
,,,
,,,
13.4,40,,
,,,
,,,
,,,
17,40,,
11.28,40,,
,,,
,,,
8,12,10,40
23,40,,
9,25,,
,,,
21,40,,
11,8,9.06,40
11,40,,
12,27,,
11,40,,
29.81,40,,
,,,
11.25,30,,
,,,
7.25,35,,
,,,
7.5,16,,
,,,
9,20,,
35,2,11.5,40
11,40,,
,,,
,,,
,,,
10,20,,
10,20,,
,,,
,,,
12.4,40,,
,,,
10.2,40,,
14.06,30,,
,,,
16.32,40,,
11.5,25,,
14.25,32,,
,,,
,,,
,,,
11.85,30,,
17,36,,
,,,
,,,
9.5,40,,
,,,
8.65,35,,
17,40,10,40
12,40,,
25.72,40,,
11.5,40,,
,,,
7.5,1,9.35,20
10.5,40,,
22,30,,
14,40,,
11.25,50,,
10,20,,
10.22,40,,
,,,
8.5,25,,
20,40,,
16.64,40,,
12,40,,
,,,
,,,
17,40,,
,,,
13.4,60,,
11.5,40,,
26.91,15,,
9.5,35,,
15.8,19.5,12,36
13.92,40,,
16,40,,
25,40,,
12.5,36,,
11,40,,
19.5,40,,
8.75,25,7.75,21
11,30,,
9.25,40,,
6.25,40,,
,,,
,,,
,,,
11,45,,
15,40,,
18,40,,
,,,
9,35,,
,,,
10,20,,
10.5,60,10,60
,,,
22,24,,
16,40,,
17.32,36,,
15.3,40,,
18,40,,
10.25,20,10.5,17.5
2.5,40,,
15,15,20,20
,,,
,,,
18.68,40,,
11.28,40,,
16.51,40,,
,,,
,,,
23,40,,
16,40,,
,,,
11,20,,
,,,
9.8,28,10,25
,,,
,,,
13.33,6,,
12.18,37,,
15.37,40,9,10
17.5,40,,
,,,
,,,
8,20,,
,,,
10,26,,
,,,
8.5,40,,
11.2,45,,
9.5,25,9,40
10,15,18.5,40
11,40,,
14,40,,
8,30,,
11,10,,
8.75,20,,
12,16,9.32,26.5
10.9,25,,
8,4,2.15,22
5.6,25,,
0,40,,
9,40,,
10,40,,
,,,
10,30,,
,,,
11,16,,
,,,
12.45,40,,
20.42,40,,
16.33,40,,
10,35,,
,,,
15,40,,
15.38,40,14,18
13.54,40,,
15.04,30.5,,
14,35,,
10,40,,
25,40,,
16,40,,
16,30,,
12,20,,
11.67,40,,
11,28,,
12,40,,
12.5,38,,
13.47,40,,
16,40,,
15,40,,
16,40,,
19.27,40,,
10,32,,
9.31,40,,
13,40,,
14,40,,
6.25,6,,
19.5,40,,
14,30,,
11.5,40,,
7.3,32,,
15,40,,
16,40,,
18,40,,
16.42,40,,
12,20,,
11,40,,
10,38,,
8.2,20,,
17,40,,
14,40,,
12,40,,
15,40,,
8,30,,
10,40,,
8,40,,
,,,
,,,
8.25,24,,
23.6,40,,
10,20,,
,,,
7.5,40,,
14,25,,
11.66,40,,
,,,
8,20,,
8.5,40,,
10.5,40,,
10.75,40,,
8,40,,
10,40,,
16,40,,
10,30,,
,,,
,,,
,,,
10,30,,
10.5,28,,
12,40,,
,,,
,,,
,,,
9,40,,
,,,
12,40,,
,,,
11,40,,
,,,
8.75,20,,
8,20,,
15,40,,
,,,
,,,
8,20,,
,,,
10,25,,
,,,
11,40,,
,,,
8,20,,
11,40,,
12,40,,
8,25,,
,,,
,,,
11,40,,
11,40,,
8,20,,
10,40,,
,,,
15,40,,
20,40,,
11,25,,
,,,
7.25,20,,
,,,
16,40,,
11,30,,
15.38,40,,
,,,
10,60,,
10,40,,
10.75,30,,
11.5,30,,
12,32,,
9,40,,
,,,
20,40,,
12,48,,
29,40,,
10,24,,
21,40,,
12,40,,
12,40,,
,,,
,,,
13,40,,
12.5,30,,
12,40,,
12,40,,
15,50,,
12,40,,
,,,
11.5,40,,
15,40,,
18,40,,
12,40,,
12.5,40,,
,,,
11,37,,
10.35,40,,
14,20,,
12,40,,
,,,
,,,
10,40,,
12,40,,
9.6,40,,
10,40,,
13,40,,
11,40,,
9.25,40,,
,,,
17,45,,
11,40,,
,,,
,,,
14,40,,
15,40,,
,,,
,,,
,,,
35,40,,
12,40,,
,,,
18,40,,
10,40,,
41.38,38,,
,,,
18,40,,
10,5,,
,,,
,,,
20,25,,
12,40,,
13,40,,
,,,
,,,
17,40,,
12,40,,
,,,
28,40,,
12,20,,
16,40,,
,,,
18.75,40,,
20,40,,
25,40,,
,,,
17,40,,
,,,
10.5,40,,
14.5,40,,
,,,
16.5,40,,
17,40,,
18,39,,
,,,
10.45,40,,
12.5,10,,
,,,
7.75,25,,
11.5,40,,
8.25,25,,
,,,
,,,
25,40,,
10,40,,
12,40,,
13,40,,
40,40,,
,,,
17,40,,
,,,
16,40,,
12,35,,
,,,
15,50,,
13,30,,
,,,
,,,
11,40,,
12,40,,
11,40,,
17.63,40,,
23.16,35,,
,,,
11,28,,
,,,
,,,
,,,
,,,
,,,
,,,
10,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
10,40,,
14,40,,
,,,
13.75,35,,
,,,
11,40,,
,,,
,,,
,,,
7.75,15,,
18,40,,
,,,
24,40,,
9,32,,
14,35,,
,,,
,,,
,,,
,,,
,,,
,,,
10.35,40,,
,,,
,,,
11,70,,
11,40,,
,,,
25,30,,
18.75,40,,
24.5,40,,
,,,
,,,
,,,
8,9,,
15,40,,
8,4,,
8,3,,
40,25,,
20,40,,
,,,
,,,
9,40,,
14,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
15.5,45,,
21.6,40,,
25,40,,
15,40,,
20,40,,
,,,
,,,
,,,
10.25,26,,
20,40,,
,,,
,,,
,,,
,,,
,,,
,,,
15,40,,
,,,
,,,
19,50,,
28,40,,
,,,
8,40,,
,,,
21.5,40,,
10,20,10,40
,,,
11,40,10,
10,25,,
10,25,,
,,,
,,,
14,40,,
,,,
10,25,,
,,,
,,,
12.25,40,,
17.18,40,,
,,,
,,,
8,40,,
,,,
10,35,,
11,20,,
10,40,,
10,40,10,20
13,40,,
,,,
10,40,,
,,,
,,,
,,,
10,30,,
9,30,,
,,,
7.5,20,,
12.5,40,12.5,35
9.5,40,,
10,40,,
13,50,,
13,40,,
12.5,40,,
,,,
7.25,20,,
,,,
7.25,25,,
,,,
10,40,,
,,,
15.5,40,,
,,,
18,40,,
14,52,,
7.5,0,11.5,15
,,,
12.5,30,,
16,40,,
12.5,40,,
13.25,40,,
10,32,,
,,,
9,40,,
,,,
10,0,,
,,,
8,15,,
7.5,40,,
14.5,40,,
16,40,,
10.5,56,,
,,,
15,50,,
30,3,,
,,,
,,,
8.5,0,,
,,,
,,,
11.5,40,,
,,,
,,,
10,30,,
13,40,,
,,,
13,40,,
9,35,,
,,,
10,0,,
9,40,,
,,,
12,40,,
,,,
10,20,,
6,30,,
11,40,,
20,25,,
,,,
14.5,20,,
10,32,,
,,,
14,40,,
15,40,,
10.5,40,,
7.25,18,10,16
,,,
9,40,,
17,40,,
12,40,,
,,,
11,30,,
10,40,9.5,40
12,40,8.6,16
14.05,40,8.6,16
15,48,,
,,,
,,,
14,40,,
8,44,8,17
5,4,,
16.5,40,,
,,,
14.5,40,,
,,,
10.5,40,,
9,40,,
13,40,,
,,,
9,40,,
,,,
8,30,9.25,
14,40,,
10,40,,
,,,
35.31,40,,
9.5,40,,
,,,
,,,
19,40,,
9,40,,
,,,
11,40,,
7.25,40,,
,,,
,,,
12,40,9,28
13,40,,
10,16,,
12.5,40,,
17,40,,
,,,
,,,
,,,
14,40,,
9,40,,
7.25,20,,
12.86,40,,
8,35,12,40
,,,
,,,
,,,
20,40,12,35
14.5,40,,
7.25,30,10.75,40
12,40,,
10,40,,
7.75,23,,
10.5,40,,
14,40,15.5,30
,,,
12.5,40,10.25,40
9.25,48,,
,,,
10,40,10,40
10.5,0,,
35,40,,
,,,
9.35,25,,
16,40,,
,,,
,,,
,,,
,,,
,,,
,,,
11,40,,
19,40,12.5,15
12.5,50,,
16,40,,
9,15,,
,,,
12,40,11,40
9,40,,
9.5,40,,
17.5,24,,
25,40,,
,,,
,,,
,,,
5,35,,
10,40,,
10,40,,
11.5,40,,
12,40,,
11.5,20,,
12,40,10,40
16.5,40,,
9,40,9.5,15
,,,
12,40,,
16,40,,
14,40,10,10
10,35,,
9.75,15,,
10,20,,
,,,
,,,
20,40,,
14.5,25,,
10.3,30,10,20
8,35,,
12,40,,
15,40,,
12,0,,
12,40,,
12,40,,
10,49,,
9,40,8.75,20
,,,
15,40,,
8.5,40,,
9.5,20,,
,,,
12,40,9.5,35
,,,
,,,
11,40,,
,,,
,,,
,,,
16,40,,
9,50,,
,,,
12,30,,
13.6,40,12.5,40
,,,
,,,
,,,
,,,
12,40,,
12.5,20,,
,,,
11.12,20,9,24
9,0,,
,,,
10,40,,
,,,
12,40,9,40
,,,
,,,
9.5,40,,
17,50,,
11,30,15,30
,,,
12.87,40,,
,,,
,,,
7.5,20,,
,,,
12,40,,
12,30,13,40
,,,
,,,
11.5,24,10,20
8,15,,
15,60,,
11,40,,
,,,
10,35,,
8,20,8.5,20
,,,
,,,
11.5,40,,
9,40,,
10,0,,
12.5,40,,
,,,
,,,
,,,
,,,
7.5,40,10,
9,15,10,16
14.5,40,,
10,35,,
13,40,12,40
,,,
13,35,,
7.25,40,,
10.5,40,,
20,50,,
11,35,,
9.5,40,,
10,35,,
,,,
,,,
11,25,,
11.5,40,,
,,,
13.5,40,,
12,40,,
,,,
11.5,0,,
,,,
,,,
,,,
,,,
10,40,,
11.5,30,11,40
13,40,,
11,25,,
17.5,30,,
10,40,,
,,,
9,35,,
,,,
12.5,40,,
9,20,,
,,,
12,25,,
12,40,,
,,,
11,25,8.5,39
17,40,,
12.5,40,,
15,40,,
,,,
12,40,,
9.75,40,,
10.5,40,,
12,40,,
,,,
,,,
14,40,,
,,,
,,,
19.67,20,,
11,35,,
11,25,,
11,25,,
10,30,,
,,,
,,,
12,40,,
12,40,,
13.5,40,,
12.5,40,,
,,,
15,40,,
,,,
,,,
,,,
,,,
10,25,,
15,40,,
,,,
11,25,,
,,,
11,25,,
13,40,,
,,,
,,,
,,,
16.5,40,,
,,,
17,40,,
11,40,,
16,40,,
,,,
12,40,,
12.5,40,,
,,,
13,40,,
13,40,,
,,,
,,,
12,40,,
,,,
13,40,,
16.5,45,,
,,,
,,,
15,40,,
,,,
13.5,10,,
,,,
,,,
,,,
,,,
18,40,,
,,,
,,,
,,,
,,,
,,,
14.75,37.5,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11.49,35,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
27.4,40,,
0,0,,
11,30,,
0,0,,
0,0,,
10,25,,
45,36,,
0,0,,
16.83,40,,
21,10,,
0,0,,
12.36,40,,
25.41,40,,
21,32,,
0,0,,
25,10,,
11.75,40,,
0,0,,
26.92,40,,
20,20,,
33,40,,
11,32,,
17,20,,
0,0,,
11,25,,
0,0,,
0,0,,
0,0,,
10,24,,
20,12,,
16,40,,
12,40,,
11,48,,
0,0,,
9,20,,
0,0,,
0,0,,
0,0,,
0,0,,
11,9,,
17.5,40,,
10,15,,
0,0,,
10,40,,
20,30,,
12.5,40,,
0,0,,
13.13,40,,
0,0,,
14,40,,
0,0,,
10.25,35,,
13,20,,
10,24,,
8,30,,
12,38,,
8,24,,
0,0,,
10,25,,
12,25,,
0,0,,
0,0,,
10,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
42.3,40,,
0,0,,
34.62,40,,
0,0,,
21.7,37,,
0,0,,
0,0,,
55.77,40,,
14,40,,
0,0,,
0,0,,
12,40,,
28.85,40,,
10.5,40,,
0,0,,
15,25,,
10,40,,
0,0,,
11.5,29,,
16,30,,
0,0,,
22.6,40,,
0,0,,
0,0,,
0,0,,
0,0,,
14.25,15,,
15.5,40,,
43.27,40,,
11,40,,
12,25,,
24.04,40,,
16.5,40,,
15,20,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
11,40,,
0,0,,
23,40,,
0,0,,
0,0,,
0,0,,
21.8,40,,
20,10,,
0,0,,
0,0,,
10,25,,
0,0,,
0,0,,
19.23,40,,
0,0,,
11,25,,
0,0,,
15.96,40,,
29,40,,
21,9,,
17.5,40,,
13.5,40,,
0,0,,
0,0,,
60,40,,
12,30,,
0,0,,
0,0,,
11,40,,
0,0,,
19,40,,
24,40,,
0,0,,
9,40,,
15,20,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
18.49,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
10,20,,
0,0,,
12,28,,
0,0,,
0,0,,
0,0,,
18,40,,
0,0,,
0,0,,
20,20,,
0,0,,
0,0,,
0,0,,
0,0,,
9,20,,
13,10,,
0,0,,
0,0,,
15,20,,
0,0,,
30,5,,
0,0,,
11.5,40,,
11.5,40,,
0,0,,
0,0,,
0,0,,
15,40,,
15,10,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
21,32,,
9.5,40,,
0,0,,
0,0,,
7.5,18,,
0,0,,
8.5,35,,
25,3,,
0,0,,
20,5,,
0,0,,
21.65,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
21,28,,
0,0,,
14,40,,
0,0,,
0,0,,
0,0,,
22.12,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
25,40,,
0,0,,
40,40,,
0,0,,
17.15,40,,
0,0,,
0,0,,
30,10,,
10,30,10,3
14.25,40,,
10,40,,
10,40,,
21,40,,
9.5,14,,
11,40,,
12.5,20,,
8,16,,
12,35,,
20,10,,
9,32,,
0,0,,
11.45,40,,
31.25,40,,
14.5,40,,
0,0,,
14,40,,
0,0,,
18,40,,
0,0,,
7.75,20,,
13,40,,
10,33,,
0,0,,
13,40,12.5,8
12,20,,
0,0,,
0,0,,
14.46,36,,
10,40,,
10.5,35,,
20,40,,
10.5,40,6.25,4
0,0,,
0,0,,
15.02,37.5,,
0,0,,
10,40,,
12.5,4,,
15.72,40,,
15.45,40,,
8.2,20,,
17,40,,
12,40,5.63,10
0,0,,
17,40,,
10,40,,
16,40,,
0,0,,
11,40,,
17.36,40,,
9.5,20,,
20,40,,
10,40,,
10.28,29,,
0,0,,
0,0,,
11.25,40,,
10.75,20,,
15.63,10,,
0,0,,
12,40,,
0,0,,
0,0,,
17.25,40,,
8,40,,
10,25,,
18.5,50,,
0,35,,
12.5,40,,
16,25,,
0,0,,
11,40,,
8.5,20,,
0,0,,
0,0,,
12,40,,
12,40,,
11.75,40,,
12,40,,
10,28,,
15,40,,
15.63,15,,
13,40,,
28.04,40,,
16.66,50,,
4,25,,
18,40,,
17.54,40,,
18.4,40,,
12,40,,
0,0,,
0,0,,
0,0,,
12,30,,
8.5,20,,
0,0,,
15,40,,
12.07,40,,
0,0,,
10,35,,
7.25,25,,
46.87,40,,
10,40,,
16,40,,
15,40,,
19,20,,
0,0,,
7.25,28,,
11,36,,
31.25,40,,
16,40,,
45,40,,
0,0,,
15,40,,
28.65,40,,
0,0,,
17,40,,
13.05,40,,
15,40,,
15.16,40,,
23.33,50,,
0,0,,
0,0,,
14.5,40,,
11,54,,
17,60,,
17,60,,
18,30,,
14,40,,
0,0,,
11.5,40,,
17.5,40,,
18,16,,
11.5,40,,
0,0,,
13.82,40,,
0,0,,
12.5,40,,
0,0,,
0,0,,
12,40,,
12,40,,
0,0,,
36.05,40,,
9,25,,
10,40,,
14,40,,
0,0,,
0,0,,
9,25,,
12,37,,
0,0,,
26,40,,
15,40,,
11.2,29,,
15,40,,
0,0,,
15,39,,
9.5,22,,
14,5,,
0,0,,
7.5,25,,
0,0,,
0,0,,
11.5,40,,
11.5,40,,
15.87,40,,
19,40,,
24.04,40,,
32,40,,
12.66,40,,
30,40,,
17.5,40,,
12,40,,
0,0,,
18.75,40,,
23.08,40,,
0,0,,
0,0,,
12.5,25,,
0,0,,
14,60,,
12,40,,
16.9,25,,
36.5,40,,
0,0,,
13,40,,
0,0,,
12,40,,
13,40,,
0,0,,
0,0,,
0,0,,
12,25,,
15,40,,
14,40,,
0,0,,
11.5,20,,
18.85,40,,
16,25,,
12.5,40,,
0,0,,
9.95,40,,
12.75,25,,
17,40,,
12.5,40,,
0,32,,
13,40,,
10,40,,
0,0,,
0,0,,
12,25,,
34.6,40,,
0,0,,
36.45,40,,
10,20,,
10,26,,
10,40,,
0,0,,
32.81,60,,
0,0,,
15,39,,
17,40,,
12.5,10,,
12,40,,
0,0,,
8,24,,
0,0,,
10,30,,
0,0,,
13.25,20,,
0,0,,
0,0,,
19,40,,
11,40,,
0,0,,
10,40,,
16.35,40,,
12,40,,
18,40,,
0,0,,
0,0,,
16.77,40,,
14.5,40,,
13.2,20,,
18,40,,
8,36,,
11.28,24,,
0,0,,
10,40,,
11.88,20,,
13.5,40,,
0,0,,
16,25,,
0,0,,
20,40,,
9,35,,
9,25,,
17.3,40,,
9,20,,
12.62,35,,
0,0,,
0,0,,
0,0,,
0,0,,
18.5,100,,
0,0,,
15,39,,
8.5,27,,
15,45,,
0,0,,
0,0,,
9,40,,
9.5,20,,
0,0,,
16,40,,
16,32,,
16,40,,
8,24,,
0,0,,
13,40,,
12,40,,
13,40,,
13,40,,
10,20,,
21.35,40,,
0,0,,
0,0,,
12,40,,
0,0,,
13,30,,
15,40,,
15,38,,
13.75,40,,
0,0,,
0,0,,
16.48,40,,
41.7,40,,
0,0,,
15.38,40,,
25,40,,
21,40,,
22.28,39,,
11.5,40,,
0,0,,
13,40,,
7.5,27,,
0,0,,
20,40,,
21.62,39,,
23,60,,
0,0,,
32.69,40,,
0,0,,
15,40,,
0,0,,
8,32,,
14.5,60,,
10.2,35,,
13,40,,
0,0,,
12,40,,
0,0,,
0,0,,
11,20,,
0,0,,
14,60,,
0,0,,
9,40,,
0,0,,
0,0,,
0,0,,
19.5,70,,
0,0,,
0,0,,
0,0,,
0,0,,
12,25,,
16.25,35,,
0,0,,
13,40,,
11,20,,
0,0,,
11,32,,
12,40,,
0,0,,
18,40,,
0,0,,
15.63,40,,
18,40,,
0,0,,
10.25,20,,
0,0,,
9.25,40,,
0,0,,
8,40,,
0,0,,
10.25,32,,
15.5,40,,
0,0,,
0,0,,
22,50,,
0,0,,
0,0,,
0,0,,
11.23,40,,
27,40,,
0,0,,
10,20,,
0,0,,
0,0,,
52.88,40,,
10,25,,
0,0,,
13.8,40,,
0,0,,
0,0,,
10,20,,
0,0,,
15.5,40,,
10.5,7,,
0,0,,
15,34,,
28.85,40,,
15,40,,
12,40,,
10,30,,
8.86,15,,
0,0,,
13,40,,
14,40,,
11.5,40,,
0,0,,
0,0,,
18,40,,
0,0,,
10,40,,
0,0,,
0,0,,
0,0,,
0,0,,
8,40,,
0,0,,
15,40,,
13.99,40,,
17,30,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
10,32,,
0,0,,
13,12,,
0,0,,
15,40,,
0,0,,
0,0,,
20,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
20,20,,
18,40,,
17,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
9.25,25,,
0,0,,
9.5,15,,
0,0,,
0,0,,
0,0,,
22,40,,
0,0,,
15,40,,
15,40,,
18,50,,
0,0,,
0,0,,
9.75,40,,
0,0,,
0,0,,
14,32,,
18,40,,
9.5,20,,
0,0,,
11,30,,
18,25,,
0,0,,
0,0,,
0,0,,
0,0,,
11.5,20,,
9,32,,
0,0,,
0,0,,
18,8,,
0,0,,
0,0,,
14,40,,
10,25,,
8,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12,40,,
0,0,,
12,5,,
0,0,,
0,0,,
0,0,,
12,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
