Wages1,Hours1,Wages2,Hours2
7.5,35,,
0,0,,
0,0,,
12,45,,
0,0,,
0,0,,
8.5,14,,
9,40,,
10,10,,
10,35,,
9.5,32,,
0,0,,
0,0,,
12.35,40,,
0,0,,
0,0,,
9.5,40,,
8,40,,
12.5,9,,
13,40,,
20,40,,
13.39,40,,
19.56,40,,
15,40,,
19.39,40,,
12.2,40,,
15,40,,
19,40,,
18.42,40,,
,,,
13,40,,
,,,
13.52,40,,
,,,
12,40,,
,,,
14.85,40,,
18,40,,
8.5,40,,
,,,
13.76,40,,
13,40,,
25,40,,
16.12,40,,
,,,
15,40,,
0,0,,
19.27,20,,
16,25,,
13.5,40,,
11.5,19.5,,
0,0,,
0,0,,
10,40,,
9,21,,
10,40,,
0,0,,
11.2,40,,
12,40,11,10
0,0,,
10,20,,
15,40,22.5,12
11.75,28,,
17,40,,
0,0,,
0,0,,
15.5,40,13.5,20
0,0,,
23.5,40,,
16,40,,
10,4,,
13.11,20,,
10,29,,
14.15,40,,
11.25,8,,
9,22.5,9,12
17,40,,
20,40,,
0,0,,
22.12,40,,
16,40,,
13.5,40,,
9.5,40,,
10.55,40,,
0,0,,
0,0,,
10,40,,
17,40,7.5,6
12,40,,
12.5,20,,
0,0,,
10,40,,
10.1,30,,
15.25,40,2.15,20
0,0,,
30,40,,
0,0,,
13,40,,
16,40,,
0,0,,
9.3,40,,
0,0,,
0,0,,
9,40,,
14,40,,
19,40,,
10.75,40,,
0,0,,
18.23,40,,
11,19,,
10.71,35,,
8,40,,
7.5,40,,
9.5,33,2.67,30
0,0,,
10,15,,
15,40,,
22.5,40,,
12,32,,
0,0,,
11,20,,
10.71,40,,
17,40,,
0,0,,
19.25,40,,
8.5,40,,
0,0,,
15,35,,
9.5,16,,
0,0,,
0,0,,
0,0,,
10,18,13,10
0,0,,
16.2,40,,
0,0,,
0,0,,
14.97,29,,
0,0,,
17,40,,
11.6,21,,
0,0,,
0,0,,
16.5,40,,
11,32,,
0,0,,
0,0,,
0,0,,
9.5,25,12,20
12.5,40,,
12,50,,
11.54,12,,
12,40,,
0,0,,
0,0,,
11.54,2,,
12.75,30,,
16,24,,
13.88,9,,
8,40,,
0,0,,
0,0,,
0,0,,
25,40,,
14.25,40,,
11.75,40,,
0,0,,
14.5,40,,
13,40,,
0,0,0,0
11,40,0,0
11,40,0,0
,,,
8.4,40,0,0
10,40,0,0
11,40,0,0
,,,
,,,
9,40,0,0
9,,0,0
,,,
0,0,0,0
8,40,0,0
,,,
10,30,0,0
9.5,40,0,0
10,32,0,0
0,0,0,0
9.05,20,,
,,,
8,30,,
9,17,,
,,,
8,20,,
,,,
,,,
10.25,40,,
8.9,40,,
11.38,40,,
26,40,,
,,,
13.36,25,,
10,40,11,25
,,,
,,,
7.25,4.5,8.58,40
,,,
9,15,,
24,40,,
9.75,5,,
11,40,,
11,40,,
,,,
11.5,40,,
,,,
,,,
,,,
10,40,,
9,20,16,36
17,40,,
,,,
13.4,40,,
25.5,4,,
,,,
17,40,,
,,,
,,,
23,40,,
11,20,9.06,40
,,,
29.81,40,,
11.25,30,,
,,,
,,,
9.75,40,,
,,,
,,,
,,,
14.06,30,,
,,,
16.32,40,,
14.25,32,,
,,,
,,,
,,,
11.85,30,,
17,36,,
9.5,40,,
17,40,,
8.65,35,,
17,40,10,40
25.72,40,,
7.5,1,9.35,35
10.5,40,,
14,40,,
13,50,,
10,20,,
10.22,40,,
16.5,40,,
13,37.5,,
9.5,37,,
,,,
,,,
16,40,,
25,40,,
,,,
11,40,,
19.5,40,,
8.5,12,,
6.25,40,,
,,,
11,45,,
,,,
15,40,,
18,40,,
10.5,60,10,60
,,,
10.25,25,,
22,36,17.32,36
10.25,20,10.5,17.5
,,,
,,,
,,,
,,,
,,,
,,,
9.5,40,,
9.8,28,10,25
13.33,6,,
15.85,40,9,5
9,30,,
10,26,,
9.5,25,10.9,16
18.5,40,,
,,,
8,30,,
8.75,20,,
12,1,9.32,26.5
9,40,,
,,,
9.25,24,,
11,16,,
,,,
11.5,40,11.5,4
8,35,,
12.5,40,,
12.45,40,,
20.42,40,,
11.12,40,,
19,40,,
16.33,40,,
13.5,40,,
11.5,30,,
,,,
15.75,36,,
9,25,,
9,12,6.25,40
,,,
10,40,,
,,,
10,45,,
6.25,40,,
10,30,,
12,36,,
11.75,44,,
13.75,40,,
9.5,30,,
,,,
15.9,20,,
10,32,,
15,20,,
25.5,4,,
,,,
,,,
,,,
,,,
10,40,10,37
14.3,40,,
16.5,30,,
,,,
13.02,43,,
10,10,,
11,37,,
20,12,,
,,,
,,,
10,20,,
17.5,40,,
10,40,,
13,38.5,,
10,25,,
17,40,,
15.38,40,14,18
8.87,30.5,,
15.75,35,,
25,40,,
16,40,,
10,40,,
16,40,,
10,30,,
,,,
,,,
12,40,,
10,30,,
10.5,28,,
12,40,,
12,40,,
,,,
,,,
9,40,,
12.5,40,,
12,40,,
,,,
,,,
12,20,,
8.75,20,,
8,20,,
15,40,,
,,,
,,,
,,,
,,,
10,25,,
,,,
11,40,,
11,26,,
10,40,,
11,40,,
12,40,,
,,,
,,,
,,,
11,40,,
11,40,,
8,20,,
10,40,,
,,,
15,40,,
,,,
,,,
12.5,25,,
10,20,,
14,40,,
12,40,,
15,40,,
14,40,,
7,25,,
11,25,,
0,30,,
11.82,40,,
15.38,40,,
0,3.333333333,,
9,40,,
0,7.5,,
11.35,20,,
12,48,,
29,40,,
24,40,,
0,5,,
12,40,,
0,10,,
11.5,40,,
15,40,,
18,40,,
13,40,,
11,40,,
9.25,40,,
17,45,,
0,3.333333333,,
15,40,,
35,40,,
14,40,,
41.38,38,,
0,15,,
18,40,,
12,40,,
22,72,,
12,40,,
28,40,,
0,0,,
10.5,40,,
14.5,40,,
16.15,40,,
16.5,40,,
18,39,,
16.35,40,,
10.45,40,,
0,0,,
10,35,,
40,40,,
17,40,,
2.13,35,,
0,0,,
16,40,,
0,0,,
12,35,,
0,0,,
11,40,,
11,40,,
0,7.5,,
0,15,,
10,40,,
0,20,,
0,5,,
14,40,,
13.75,35,,
11,40,,
0,7.5,,
0,0,,
18,40,,
14,35,,
17.5,40,,
0,0,,
0,30,,
0,90,,
8.5,35,,
10.25,20,,
10,40,,
40,25,,
20,40,,
0,2.5,,
14,40,,
18,40,,
0,7.5,,
0,2.5,,
0,2.5,,
0,20,,
0,60,,
15.5,45,,
20,40,,
11,40,,
13,40,,
0,30,,
10.25,26,,
20,40,,
10,40,,
0,2.5,,
0,30,,
44,54,,
15,40,,
13.76,40,,
19,50,,
0,0,,
28,40,,
0,0,,
14.95,17,,
0,15,,
6.33,40,,
0,45,,
12.5,40,,
9,30,,
0,0.666666667,,
12,40,,
10,40,,
36,40,,
11,30,,
59,8,,
23.72,40,,
29,40,,
11,40,,
16,25,,
0,5,,
11.5,40,,
13,40,,
0,2.5,,
15,25,,
14,40,,
15,40,,
,,,
21.5,40,,
,,,
11,40,10,
10,25,,
,,,
10,25,,
,,,
,,,
14,40,,
,,,
10,25,,
,,,
,,,
12.25,40,,
,,,
9.5,20,,40
17.18,40,,
11,25,11,40
11,25,,
13,40,,
8,40,,
,,,
10,35,,
11,20,,
10,40,,
10,40,10,20
13,40,,
,,,
10,40,,
,,,
,,,
,,,
10,30,,
9,30,,
,,,
12.5,40,12.5,35
,,,
,,,
9.5,40,,
10,40,,
13,50,,
,,,
13,40,,
12.5,40,,
,,,
7.25,20,,
,,,
12.5,30,,
13.25,40,,
10,32,,
,,,
11.5,40,,
,,,
10,0,,
,,,
8,15,,
7.5,40,,
14.5,40,,
16,40,,
10.5,56,,
,,,
15,50,,
,,,
,,,
10,30,,
13,40,,
9,35,,
9,40,,
,,,
12,40,,
,,,
10,20,,
6,22,6,30
11,40,,
14.5,20,,
10,32,,
10.5,40,,
7.25,18,10,16
9,40,,
17,40,,
12,40,,
,,,
10,25,,
12,40,8.6,16
15,48,,
,,,
,,,
8,44,8,17
16.5,40,,
,,,
14.5,40,,
,,,
,,,
14,40,,
35.31,40,,
9.5,40,,
,,,
,,,
19,40,,
9,40,,
,,,
11,25,,
12,40,9,28
14,40,,
10,16,,
12.5,40,,
17,40,,
,,,
14,40,,
9,40,,
,,,
12.86,40,,
8,35,12,40
,,,
,,,
,,,
20,40,12,35
14.5,40,,
7.25,30,10.75,40
12,40,,
10,40,,
7.75,23,,
10.5,40,,
14,40,15.5,30
,,,
12.5,40,10.25,40
9.25,48,,
,,,
10,40,10,40
10.5,0,,
35,40,,
,,,
9.35,25,,
16,40,,
,,,
,,,
,,,
,,,
,,,
,,,
11,40,,
19,40,12.5,15
12.5,50,,
16,40,,
9,15,,
,,,
12,40,11,40
9,40,,
9.5,40,,
17.5,24,,
25,40,,
,,,
,,,
,,,
5,35,,
10,40,,
10,40,,
11.5,40,,
12,40,,
11.5,20,,
12,40,,
16.5,40,,
9,40,9.5,15
,,,
12,40,,
16,40,,
14,40,10,10
10,35,,
9.75,15,,
10,20,,
,,,
,,,
,,,
20,40,,
14.5,25,,
10.3,30,10,20
8,35,,
12,40,,
15,40,,
11,25,,
12,0,,
12,40,,
12,40,,
10,49,,
9,40,8.75,20
,,,
15,40,,
8.5,40,,
9.5,20,,
,,,
12,40,9.5,35
,,,
,,,
11,40,,
,,,
,,,
,,,
16,40,,
,,,
,,,
12,30,,
13.6,40,12.5,40
,,,
,,,
,,,
,,,
12,40,,
15,20,,
,,,
11.12,20,9,24
9,0,,
,,,
10,40,,
,,,
9,40,,
,,,
,,,
9.5,40,,
17,50,,
11,30,15,30
,,,
12.87,40,,
,,,
,,,
,,,
7.5,20,,
,,,
12,40,,
12,30,13,40
,,,
,,,
,,,
11.5,24,10,20
8,15,,
15,60,,
11,40,,
,,,
10,35,,
8,20,8.5,20
,,,
,,,
11.5,40,,
9,40,,
10,0,,
12.5,40,,
,,,
,,,
,,,
12,40,,
7.5,40,10,
9,15,10,16
14.5,40,,
10,35,,
,,,
13,40,12,40
,,,
13,35,,
7.25,40,,
10.5,40,,
20,50,,
11,35,,
9.5,40,,
10,35,,
,,,
11,25,,
11.5,40,,
,,,
13.5,40,,
12,40,,
,,,
11.5,0,,
,,,
,,,
,,,
,,,
10,40,,
11.5,30,11,40
13,40,,
11,25,,
17.5,30,,
,,,
9,35,,
,,,
12.5,40,,
9,20,,
,,,
12,25,,
12,40,,
,,,
12,40,11,25
17,40,,
14,40,12.5,40
15,40,,
,,,
12,40,,
9.75,40,,
12.5,40,10.5,40
13,40,12,40
,,,
,,,
14,40,,
13,40,,
,,,
19.67,20,,
11,35,,
,,,
11,25,,
10,30,,
12,30,,
,,,
12,40,,
12,40,,
13.5,40,,
12.5,40,,
,,,
15,40,,
18.85,40,,
,,,
,,,
,,,
10,25,,
15,40,,
,,,
11,40,11.33,38
,,,
11,25,,
13,40,,
,,,
,,,
,,,
16.5,40,,
,,,
17,40,,
11,40,,
12,40,25,40
16,40,,
12,40,,
12.5,40,,
,,,
13,40,,
13,40,,
,,,
,,,
12,40,,
,,,
13,40,,
16.5,45,,
,,,
,,,
15,40,,
9.19,40,,
13.5,10,,
,,,
11,40,,
,,,
15,40,,
18,40,,
,,,
,,,
15,40,19.65,40
,,,
11,25,7.5,20
,,,
,,,
11,25,,
14.75,37.5,,
,,,
12.5,40,,
,,,
14.5,40,,
12,40,9.14,35
19.65,40,,
12.5,40,,
12,40,,
15,40,,
,,,
12,40,,
13,40,11.49,35
12.5,40,,
15,40,,
17.5,40,,
14,40,,
13,40,13,40
12.85,40,11,40
17,40,,
18,40,,
,,,
,,,
,,,
7.25,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
16,30,,
,,,
,,,
11,25,,
,,,
,,,
,,,
7.25,12,,
,,,
,,,
,,,
8.75,10,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
23,40,,
,,,
,,,
,,,
,,,
,,,
11,30,,
0,0,,
10,25,,
16.83,40,,
10,30,,
0,0,,
21,32,,
0,0,,
25,10,,
11.75,40,,
20,6,,
0,0,,
0,0,,
0,0,,
40,30,,
0,0,,
12,40,,
0,0,,
15,40,,
11,60,,
15,20,,
0,0,,
0,0,,
18.48,20,,
11.5,40,,
0,0,,
16,40,,
11,40,,
11,38,,
22,40,,
0,0,,
11,20,,
0,0,,
5,40,,
26,40,,
17.5,40,,
12.5,30,,
12.5,40,,
0,0,,
0,0,,
12.75,40,,
25,40,,
13.13,40,,
45.67,40,,
0,0,,
0,0,,
10.25,35,,
16,30,,
0,0,,
36.06,40,,
12,25,,
14,40,,
31.25,40,,
0,0,,
0,0,,
46.63,40,,
25,10,,
10,10,,
0,0,,
0,0,,
0,0,,
20,40,,
25,40,,
15,25,,
12.5,40,,
0,0,,
0,0,,
0,0,,
0,0,,
11.48,40,,
12,25,,
0,0,,
0,0,,
0,0,,
0,0,,
11,40,,
20,32,,
0,0,,
0,0,,
0,0,,
0,0,,
19.23,40,,
0,0,,
0,0,,
50,14,,
29,40,,
21,9,,
12,30,,
0,0,,
9,40,,
18.49,40,,
16,40,,
0,0,,
0,0,,
10.46,40,,
0,0,,
0,0,,
10,45,,
12,40,,
26.44,40,,
0,0,,
9,40,,
0,0,,
24,40,,
0,0,,
0,0,,
10,15,,
12,40,,
21,32,,
9.5,40,,
0,0,,
22,40,,
7.5,18,,
0,0,,
0,0,,
0,0,,
0,0,,
63.46,40,,
0,0,,
0,0,,
19.26,40,,
0,0,,
22.12,40,,
0,0,,
0,0,,
0,0,,
20,40,,
0,0,,
35.1,40,,
0,0,,
0,0,,
12,40,,
10,40,,
0,0,,
0,0,,
25,40,,
0,0,,
13.2,40,,
47,40,,
0,0,,
40,40,,
0,0,,
0,0,,
0,0,,
0,0,,
17.15,40,,
0,0,,
0,0,,
30,10,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
25,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12.5,28,,
0,0,,
0,0,,
0,0,,
20,2,,
0,0,,
50,16,,
0,0,,
12,40,,
0,0,,
0,0,,
0,0,,
0,0,,
10,10,,
0,0,,
13,40,,
0,0,,
20.91,40,,
11.5,40,,
11.7,24,,
0,0,,
0,0,,
11,24,,
0,0,,
0,0,,
0,0,,
10,40,,
0,0,,
11,15,,
0,0,,
8,15,,
0,0,,
0,0,,
0,0,,
12,40,,
0,0,,
0,0,,
0,0,,
0,0,,
10.65,10,,
10,15,,
0,0,,
0,0,,
12.22,25,,
0,0,,
0,0,,
0,0,,
11,6,,
0,0,,
0,0,,
0,0,,
20,20,,
0,0,,
0,0,,
0,0,,
0,0,,
15,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12.5,29,,
0,0,,
0,0,,
33.85,40,,
14.06,40,,
20,8,,
10,14,,
10,4,,
10.5,32,,
0,0,,
14.25,40,,
21.63,40,,
9.5,14,,
12.5,20,,
8,16,,
12,35,,
20,10,,
9,32,,
0,0,,
11.45,40,,
31.25,40,,
0,0,,
0,0,,
0,0,,
18.63,40,,
0,0,,
13,40,,
10,33,,
0,0,,
13,40,12.5,8
17,40,,
12,20,,
0,0,,
0,0,,
10,40,,
20,40,,
10.5,40,6.25,4
0,0,,
15.02,37.5,,
0,0,,
10,40,,
12.5,4,,
15.72,40,,
15.45,40,,
8.2,20,,
17,40,,
12,40,5.63,10
14.28,40,,
18,40,,
0,0,,
0,0,,
12.47,37.5,,
16,40,,
11,40,,
17.36,40,,
9.5,20,,
20,40,,
10,40,,
16.38,40,,
10.28,29,,
0,0,,
0,0,,
0,0,,
15.63,10,,
0,0,,
9,40,,
0,0,,
11,20,,
17.25,40,,
8,40,,
10,25,,
0,35,,
0,0,,
12.5,40,,
0,0,,
11,40,,
0,0,,
12,40,,
0,0,,
12,40,,
0,0,,
11.75,40,,
10.5,25,,
12,40,,
15,40,,
15.63,15,,
13,40,,
16.66,50,,
15,20,,
12.5,40,,
18,40,,
23.43,40,,
18.4,40,,
0,0,,
12,30,,
0,0,,
0,50,,
8.5,20,,
15,40,,
11,25,,
10,40,,
16,40,,
15,40,,
13,35,,
0,0,,
15,40,,
17,40,,
15,40,,
23.33,50,,
14.5,40,,
17,60,,
18,30,,
14,40,,
11.5,40,,
17.5,40,,
13.82,40,,
12.5,40,,
12,40,,
12,40,,
9,25,,
10,32,,
14,40,,
12,37,,
26,40,,
15,40,,
15,39,,
9.5,22,,
9.5,40,,
11.5,40,,
11.5,40,,
19,40,,
32,40,,
12.66,40,,
30,40,,
17.5,40,,
18.75,40,,
23.08,40,,
0,0,,
0,0,,
14,60,,
0,0,,
16.9,25,,
36.5,40,,
13,40,,
13,40,,
0,0,,
12,25,,
15,40,,
14,40,,
11.5,20,,
18.85,40,,
16,25,,
12.5,40,,
9.95,40,,
12.75,25,,
17,40,,
12.5,40,,
0,32,,
13,40,,
10,40,,
0,0,,
12,25,,
36.45,40,,
10,20,,
10,40,,
32.81,60,,
15,39,,
17,40,,
12,40,,
8,24,,
10,30,,
13.25,20,,
0,0,,
19,40,,
11,40,,
0,0,,
10,40,,
16.35,40,,
12,40,,
18,40,,
0,0,,
0,0,,
16.77,40,,
14.5,40,,
13.2,20,,
18,40,,
8,36,,
0,0,,
11.28,24,,
0,0,,
10,40,,
11.88,20,,
13.5,40,,
0,0,,
16,25,,
0,0,,
17.3,40,,
12.62,35,,
0,0,,
18.5,100,,
15,39,,
13,40,,
15,45,,
9.5,20,,
0,0,,
16,40,,
16,32,,
16,40,,
8,24,,
13,40,,
12,40,,
13,40,,
13,40,,
10,20,,
21.35,40,,
12,40,,
0,0,,
13,30,,
15,40,,
15,38,,
0,0,,
16.48,40,,
41.7,40,,
0,0,,
15.38,40,,
25,40,,
21,40,,
22.28,39,,
13,40,,
0,0,,
20,40,,
21.62,39,,
23,60,,
32.69,40,,
15,40,,
14.5,60,,
13,40,,
0,0,,
12,40,,
0,0,,
11,20,,
15.5,40,,
14,60,,
0,0,,
0,0,,
19.5,70,,
12,25,,
16.25,35,,
13,40,,
11,20,,
17.5,40,,
18,40,,
15.63,40,,
18,40,,
10.25,20,,
9.25,40,,
0,0,,
8,40,,
0,0,,
15.5,40,,
0,0,,
0,0,,
0,0,,
40.27,40,,
0,0,,
11.23,40,,
27,40,,
0,0,,
0,0,,
0,0,,
52.88,40,,
10,25,,
0,0,,
13.8,40,,
0,0,,
10,20,,
0,0,,
15.5,40,,
10.5,7,,
0,0,,
28.85,40,,
15,40,,
12,40,,
10,30,,
8.86,15,,
13,40,,
14,40,,
11.5,40,,
0,0,,
0,0,,
0,0,,
18,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
8,40,,
0,0,,
15,40,,
17,30,,
13,40,,
0,0,,
0,0,,
0,0,,
0,0,,
12,40,,
10,32,,
0,0,,
13,12,,
0,0,,
15,40,,
0,0,,
0,0,,
20,40,,
0,0,,
9,40,,
13,30,,
7.25,5,,
31.25,40,,
0,0,,
21.87,40,,
0,0,,
20,20,,
18,40,,
17,40,,
0,0,,
33,24,,
10,32,,
0,0,,
9.25,25,,
0,0,,
9.5,15,,
60,40,,
0,0,,
0,0,,
22,40,,
0,0,,
15,40,,
15,40,,
18,50,,
0,0,,
0,0,,
9.75,40,,
14,32,,
18,40,,
9.5,20,,
0,0,,
18,25,,
0,0,,
0,0,,
0,0,,
0,0,,
11.5,20,,
0,0,,
7.25,10,,
18,8,,
0,0,,
0,0,,
14,40,,
0,0,,
0,0,,
0,0,,
11.25,40,,
0,0,,
0,0,,
0,0,,
15,40,,
0,0,,
0,0,,
10,20,,
0,0,,
0,0,,
0,0,,
0,0,,
8,35,,
18,40,,
0,0,,
0,0,,
0,0,,
18,40,,
0,0,,
18,40,,
0,0,,
8,40,,
0,0,,
0,0,,
8.56,25,,
16,40,,
0,0,,
15,20,,
0,0,,
0,0,,
0,0,,
8.5,14,,
9,40,,
10,10,,
10,35,,
10.5,36,,
18.75,20,,
0,0,,
0,0,,
12.35,40,,
11,40,,
10,37,,
0,0,,
0,0,,
9.5,40,,
0,0,,
0,0,,
11,40,,
15,20,,
8,40,,
0,0,,
0,0,,
0,0,,
13,40,,
0,0,,
0,0,,
0,0,,
0,0,,
7.25,40,,
12.5,9,,
10,35,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12,30,,
25.09,20,,
0,0,,
8,30,,
17,40,,
0,0,,
0,0,,
0,0,,
2.1,60,,
0,0,,
0,0,,
0,0,,
0,0,,
9,38,,
0,0,,
9,20,,
16,40,,
0,0,,
8,35,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
13,40,,
0,0,,
10,20,,
0,0,,
9.5,25,,
0,0,,
0,0,,
0,0,,
9.5,40,,
0,0,,
0,0,,
13,40,,
27,40,,
14.5,40,,
15,40,,
20.75,40,,
15,40,,
19,40,,
,,,
13,40,,
13.5,40,,
13.52,40,,
,,,
,,,
18,40,,
15,40,,
8.5,40,,
13,40,,
23.2,40,,
12.79,40,,
9,40,,
14,40,,
,,,
20,40,,
15.89,40,,
11.5,40,,
,,,
,,,
16.12,40,,
16.78,40,,
15,40,,
0,0,,
19.27,20,,
16.5,40,,
0,0,,
13.5,40,,
11.5,19.5,,
0,0,,
11,40,,
9,21,,
10,40,,
0,0,,
11.2,40,,
12,40,11,10
7.28,40,,
2.9,24,,
0,0,,
10,20,,
15.6,40,22.5,12
17,40,,
0,0,,
0,0,,
15.5,40,13.5,20
0,0,,
16,40,,
10,4,,
0,0,,
15.5,36,,
11.25,8,,
11,40,9,12
9.5,40,,
0,0,,
10,40,,
12,40,,
0,0,,
10,40,,
15.25,40,2.15,20
15,40,,
30,40,,
0,0,,
13,40,,
0,0,,
16,40,,
0,0,,
21.88,40,,
0,0,,
0,0,,
9,40,,
14,40,,
19,40,,
0,0,,
18.23,40,,
11,19,,
10.71,35,,
8,40,,
0,0,,
2.13,25,,
9.5,33,2.67,30
0,0,,
0,0,,
10,15,,
0,0,,
15,40,,
22.5,40,,
12,32,,
0,0,,
11,20,,
10,40,,
10.71,40,,
19.53,40,,
0,0,,
19.25,40,,
8.5,40,,
0,0,,
15,35,,
9.5,20,,
0,0,,
0,0,,
0,0,,
10,18,13,10
0,0,,
16.2,40,,
0,0,,
0,0,,
14.97,29,,
0,0,,
17,40,,
11.6,21,,
18.5,40,,
0,0,,
16.5,40,,
11,32,,
0,0,,
0,0,,
0,0,,
9.5,25,12,20
12.5,40,,
12,50,,
11.54,12,,
15,40,,
0,0,,
0,0,,
11.54,2,,
12.75,30,,
16,24,,
13.88,9,,
11,32,,
0,0,,
0,0,,
0,0,,
25,40,,
14.25,40,,
16.45,40,,
0,0,,
0,0,,
11.75,40,,
0,0,,
17,40,,
20,35,,
0,0,,
15.7,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
15.24,40,11,30
13.18,10,11,25
23,40,,
12,30,,
10,12,8,15
22,40,,
15,40,,
19.5,40,,
13,40,,
,,,
,,,
,,,
0,0,0,0
,,,
0,0,0,0
9,37.5,0,0
0,0,0,0
8.5,20,0,0
9.75,37,0,0
12,40,0,0
10,20,0,0
,0,1,0
15,40,,
12,27,0,0
11,40,0,0
9,40,0,0
12,27,0,0
,,,
15,40,,
18,40,,
,,,
8.5,44,,
10.25,25,,
22,36,17.32,36
10.25,20,10.5,18
,,,
,,,
,,,
,,,
,,,
9.5,40,10.5,40
9.8,28,10,25
13.33,6,,
15.85,40,9,5
10,6,13.5,12
7.25,40,,
9.5,25,10.9,16
,,,
,,,
,,,
,,,
,,,
9,40,,
,,,
9.25,24,,
11.5,20,,
,,,
11.5,40,11.5,4
8,35,,
12.5,40,,
,,,
,,,
12.45,40,,
20.42,40,,
11.12,40,,
19,40,,
16.82,40,12,30
11.5,35,,
14,40,,
13.5,40,,
11,40,,
15.75,36,,
9,25,9,24
9,12,6.25,40
10,40,,
12,35,,
8.5,24,,
,,,
10,45,,
6.25,40,,
10,30,,
8,8,,
,,,
13.75,40,,
8.75,28,,
9.5,30,,
15.07,36,,
15.9,20,,
10,32,,
25.5,4,,
,,,
,,,
9.5,30,,
7.25,12,,
,,,
,,,
16.85,23,,
14.3,40,,
12,16,,
16.5,30,,
,,,
,,,
13.02,43,,
2.25,30,,
10,40,,
11,37,,
20,12,,
,,,
10,40,,
,,,
,,,
,,,
10,20,,
17.5,40,,
10,40,,
9.25,30,,
13,39,,
8,20,,
10.96,40,,
10.5,30,,
10,25,,
16.8,48,,
9,25,,
10.5,21,,
27.08,40,,
,,,
21.63,40,,
10,40,,
10.5,25,,
15.86,40,7.5,40
14,40,,
,,,
25,40,,
16,40,,
12,40,,
12,40,,
9,30,,
,,,
,,,
11,40,,
13,40,,
10,25,,
10,40,,
,,,
15,40,,
15,40,,
,,,
12.5,25,,
10,30,,
14,40,,
,,,
15,40,,
12,40,,
12,40,,
12,32,,
11,25,,
,,,
10,20,,
13,40,,
13.5,40,,
,,,
,,,
7,25,,
,,,
,,,
,,,
,,,
29,40,,
,,,
12,40,,
11.5,40,,
15,40,,
,,,
13,40,,
12.75,40,,
,,,
18,40,,
10.5,40,,
16.35,40,,
,,,
,,,
,,,
12,35,,
,,,
11,40,,
10,40,,
,,,
12,40,,
13.75,35,,
17.5,40,,
,,,
8.5,35,,
10.25,20,,
14,40,,
18,40,,
,,,
13,40,,
,,,
9.5,39,,
,,,
,,,
,,,
11,40,,
16,35,,
,,,
15,40,,
9.5,12,,
12,36,,
,,,
30,40,,
,,,
10,0,,
,,,
,,,
10,25,,
,,,
,,,
14,40,,
,,,
10,25,,
,,,
,,,
12.25,40,,
,,,
9.5,20,,40
17.18,40,,
11,25,,
11,25,,
13,40,,
8,40,,
,,,
10,35,,
11,20,,
,,,
10,40,10,20
13,40,,
,,,
12,40,,
,,,
,,,
,,,
10,30,,
9,30,,
,,,
14,40,12.5,40
,,,
,,,
9.5,40,,
10,40,,
13,50,,
,,,
13,40,,
12.5,40,,
,,,
7.25,20,,
,,,
12.5,30,,
13.25,40,,
10,32,,
,,,
11.5,40,,
,,,
,,,
,,,
8,15,,
10,16,,
14.5,40,,
16,40,,
10.5,56,,
,,,
10.5,40,,
,,,
,,,
10,30,,
13,40,,
9,35,,
9,40,,
,,,
12,40,,
,,,
10,20,,
6,22,,
12,30,11,40
14.5,20,,
10,32,,
10.5,40,,
7.25,18,,
9,40,,
17,40,,
12,40,,
,,,
,,,
,,,
15,48,,
,,,
,,,
8,44,8,17
16.5,40,,
,,,
14.5,40,,
,,,
,,,
14,40,,
35.31,40,,
9.5,40,,
,,,
12,40,,
19,40,,
9,40,,
,,,
11,25,,
12,40,9,28
14,40,,
10,16,,
12.5,40,,
17,40,,
,,,
14,40,,
9,40,,
,,,
13,40,12.86,40
8,35,,
,,,
,,,
,,,
20,40,12,35
14.5,40,,
7.25,30,10.75,40
12,40,,
10,40,,
7.75,23,,
13.25,40,,
15,40,14,40
,,,
12.5,40,10.25,40
9.25,48,,
10,40,10,40
,,,
35,40,,
,,,
9.35,25,,
16,40,,
,,,
,,,
,,,
,,,
,,,
11,40,,
19,40,12.5,15
,,,
16,40,,
9,15,,
,,,
12,40,11,40
9,40,,
9.5,40,,
17.5,24,,
,,,
15.65,72,,
,,,
,,,
5,35,,
10,40,,
10,40,,
11.5,40,,
12,40,,
11.5,20,,
,,,
16.5,40,,
9,40,9.5,15
,,,
12,40,,
13,40,,
14,40,10,10
10,35,,
9.75,15,,
10,20,,
,,,
,,,
11,35,,
20,40,,
14.5,25,,
10.3,30,10,20
8,35,,
12,40,,
15,40,,
11,25,,
12,0,,
12,40,,
12,40,,
10,49,,
9,40,8.75,20
,,,
15,40,,
8.5,40,,
9.5,20,,
,,,
12.5,55,,
,,,
,,,
